source,prediction,reference,bleu
"in der unmittelbarkeit des sieges gingen ihre ersten gedanken an williams, der einen nervenaufreibenden morgen damit verbrachte etwas mehr als sonst zu reden und damit versuchte, seine eigenen ängste zu verarbeiten.",in the president-in-office,"in the immediacy of victory their first thoughts were for williams, who had spent a nervy morning talking a little more than usual in an attempt to process his own anxieties.",0.0
"stanning, die als hauptmann im royal artillery regiment in einem einsatz in afghanistan war, sagte ich war diese woche ein emotionales wrack. das ist vielleicht etwas extrem, aber es bedeutet so viel.","mr president, the mainmann in","stanning, a captain in the royal artillery regiment with a tour of afghanistan behind her, said ive been an emotional wreck this week, maybe thats a bit extreme, but it means such a lot.",0.0002
"es wiederholt nur, wieviel mir das bedeutet, wieviel ich und helen und auch robin gearbeitet haben.","it is only repeated, and i have worked","it just reiterates how much this means to me, how much me and helen have worked and robin as well.",0.0156
es waren drei fantastische jahre mit helen und robin.,there were three more fantastic years with hele,its been a fantastic three years back with helen and robin.,0.027
"ohne robin wären wir niemand, daher geht ein massives danke an ihn. er ist der beste trainer der welt.","without the moment, we would not","without robin we would be nobody, so a massive thanks to him hes the best coach in the world.",0.0118
ich hätte mir keine bessere person zum trainieren oder einen besseren trainer wünschen können.,i would not have had a better person to,"i couldnt have asked for a better person to train with, or a better coach.",0.1696
helena glover und heather stanning haben in den letzten fünf jahren kein rennen verloren.,lena glover and henine st,helen glover and heather stanning havent lost a race in five years.,0.028
"das paar hatte einen harten rhythmus, mit denen ihre gegner nicht mithalten konnten.",the few years have had a hard-to,the pair set a punishing rhythm that their rivals could never match.,0.0192
"selbst in den letzten 500 metern, als die teams aus neuseeland und dänemark anfingen aufzuschließen, hatten stanning und glover zuviel in reserve.","even in the last 500 metres,","even in the final 500 metres when the crews from new zealand and denmark began to close, stanning and glover had too much in reserve.",0.0092
wir waren sehr im moment gefangen.,we were at the moment.,we were very much in the moment.,0.1077
"helen rief bleib im prozess, bleib im prozess.","the elections called the process, the process of","helen was calling stay in the process, stay in the process.",0.0447
"es ist wirklich wichtig, sich nicht mitreißen zu lassen.",it is really important to be left to be,its really important not to get carried away.,0.0561
"wir hatten einen guten start und zur gleichen zeit waren wir nicht darauf aus, etwas tolles zu machen.",we had a good start and the same time,we had a good start and at the same time we werent looking to do anything amazing.,0.3074
"wir wollten heute kein feuerwerk, wir wollten einfach ein gutes ergebnis erzielen, hinausgehen und das rennen gewinnen, was wir auch taten.",we did not want to see a fire-,"we werent looking for fireworks today, we were just looking to do a good row and to go out and win that race, which we did.",0.0039
"das paar wird sich für ein jahr eine auszeit nehmen, bevor es entscheidungen über seine zukunft treffen wird.",this will be a year before decisions on its,the pair will take a year before deciding their futures.,0.1141
"glover muss nächste woche auf einer hochzeit erscheinen, ihrer eigenen mit dem tv-abenteurer steve backshall.","mr president, mr president","glover has a wedding to attend next month, her own to television adventurer steve backshall.",0
jetzt will sie einfach den moment genießen.,"now, it is simply going to en",for now she just wants to enjoy the moment.,0.0248
"ich wollte nicht sagen, dass das mein letztes rennen war.",i did not want to say that my last,i didnt want to say this was my last race.,0.1398
das hätte zuviel druck bedeutet.,this would have been too much pressure.,that would have meant too much pressure.,0.2056
"in london dauerte es rund sechs monate, um zu begreifen, dass ich eine olympiasiegerin bin.","in london, it took around six months to",in london it took about six months to realise that i was an olympic champion.,0.0754
es war alles so neu für mich und ich war so gestresst.,it was all so new for me and i,it was all so new and i was so stressed.,0.4594
hier dauerte es ca. vier minuten.,this was a period of four minutes.,here it took about four minutes.,0.0699
"das fühlt sich so viel besser an, sagte sie.","this is a great deal better, you said","this feels so much better, she said.",0.033
31 jahre lang vorbildlich für klarheit gesorgt,"for a long time,31 has been",setting a clear example for 31 years,0.0411
"der geschäftsführer des wasserzweckverbands veitensteingruppe, ruppert göller, geht in den ruhestand.",the water-based flow of water is in,"the managing director of the veitensteingruppe water supply association, rupert göller, is retiring.",0.0198
der verband gilt als bayernweit vorbildlich.,the association is a model that is a bavaria,the assocation sets an example for the entirety of bavaria.,0.0215
ein kleiner fränkischer trinkwasserzweckverband als vorbild für die großen wasserproduzenten.,a small-scale drinking water association as an,a small franconian drinking water supply association as a role-model for the large water producers.,0.0333
so hieß es vor einiger zeit im originalton in einem beitrag des bayerischen rundfunks.,it was said that a few times ago in,that was how the association was described in a segment on bavarian radio.,0.0217
wenig später würdigte das wasserforum der regierung von unterfranken den zweckverband.,"the water forum, which was recognised, was","a little later, the water forum of the government of lower franconia praised the association.",0.0223
die arbeit der veitensteingruppe gelte bayernweit als vorbildlich.,the work of the v-enter,the veitensteingruppes work was described as setting an example for the entirety of bavaria.,0.0126
"hinter all dem steht rupert göller, der 31 jahre im zweckverband mitarbeiter war, davon 28 jahre als geschäftsführer.",all of the is the fact that the third,"rupert göller is behind it all: he worked as an employee of the association for 31 years, and has been its managing director for 28.",0.0095
nun wurde er im alter von 65 jahren in den ruhestand verabschiedet.,now he was adopted in the age of 65,he has now gone into retirement at the age of 65.,0.108
"der trinkwasserzweckverband der veitensteingruppe mit sitz in kottendorf, gemeinde breitbrunn, fördert jährlich etwa 150000 kubikmeter wasser und versorgt 32 orte und weiler mit etwa 5500 einwohnern.",the drinking water association of the most v-,"the veitensteingruppe drinking water supply association has its headquarters in kottendorf in the commune of breitbrunn, and provides 150,000 cubic metres of water annually, supplying 32 villages and hamlets with around 5,500 inhabitants.",0.0034
"mitgliedsgemeinden sind die gemeinden kirchlauter, breitbrunn, lauter, ebelsbach und die stadt baunach.",the communities are the communities of the local authorities,"the communes of kirchlauter, breitbrunn, lauter, ebelsbach and the municipality of baunach are also members.",0.0174
für weitere städte und gemeinden gibt es wasserlieferungsverträge.,there are water supplies for further cities and communities,water supply contracts are in place for additional municipalities and communes.,0.0272
"die aktuelle vorsitzende, breitbrunns bürgermeisterin gertrud bühl (fw), erinnerte daran, dass rupert göller 1985 als wasserwart eingestellt und schon 1988 zum geschäftsführer des zweckverbandes ernannt wurde.","the president, the president","current chairman, breitbrunns mayoress gertrud bühl (fw), looks back to when ruper göller was brought on as a water officer in 1985, and was promoted to managing director of the association as soon as 1988.",0.0
"seine aufgaben sind sehr vielfältig gewesen und sie erstreckten sich vom wasserleitungsbau und instandhaltungsarbeiten über büro- und organisationstätigkeiten, die haushaltsplanerstellung, kalkulation von gebühren und beiträgen bis hin zu notfalleinsätzen an wochenenden, sagte die vorsitzende.",the commission has already been able to pay,"his tasks were very varied, ranging from constructing water pipes and performing maintenance work through to office and organisational tasks, budget planning, calculating fees and contributions, through to getting involved in emergencies at weekends, the chairman said.",0.0009
"als herausragende ereignisse nannte sie die inbetriebnahme und einweihung der neuen brunnen (1994), grundstückskäufe im bereich der neuen brunnen (1998) und entschädigung der landwirte, die sanierung der hochbehälter (1999), die neuanschaffung einer zentralen computer-steuerung (2004) und die teilerneuerungen von wasserleitungen.",the commission has been able to pay tribute,"she pointed out some exceptional successes, including commissioning and opening the new spring (1994), purchasing land near the new spring (1998), compensating farmers, renovating the elevated tanks (1999), creating a new computer management system (2004), and renewing some of the water pipes.",0.0004
"es habe keinerlei stillstand gegeben und man habe immer wieder neuerungen aufgenommen, weil wasser leben bedeute und trinkwasser das wichtigste lebensmittel sei.",there has been no deadlock and we have,"things never stopped, and renovations were always underway: water means life, and drinking water is the most important foodstuff of all.",0.0055
"in ihrer laudatio lobte sie göllers treuen, zuverlässigen und korrekten dienst über 31 jahre hinweg.","in your speech, you praise the house of","in her laudatory speech, she praised göllers loyal, reliable, and upstanding service over 31 years.",0.0138
"er hat sich mit viel herzblut für seinen wasserzweckverband eingesetzt und er hat den wasserzweckverband regelrecht gelebt, als wäre es sein eigenes unternehmen.",he has been living with a great deal,"he put his heart and soul into the water supply association, and lived for it as if it were his own company.",0.0048
vor wenigen wochen habe er als echter praktiker das erfolgskonzept der veitensteingruppe zur nitratsenkung vor dem wasserforum des bezirks unterfranken präsentieren dürfen.,a few weeks ago he has presen,a few weeks ago he gave a presentation at the water forum for the district of lower franconia as a true practitioner of the veitensteingruppes successful nitrate reduction concept.,0.0265
dafür habe er sehr viel anerkennung und lob erhalten.,he has given a great deal of appreciation,he received considerable appreciation and praise for this.,0.033
"rupert göller seinerseits lobte wasserwart alfons griebel, der 28 jahre mit ihm zusammengearbeitet habe.","the first is that of the first time,","for his part, rupert göller praised water officer alfons griebel, who had worked alongside him for 28 years.",0
er ist der beste wasserwart und er war ein treuer knappe.,it is the best water expectancy and he was,"he is the best water officer, and he was a loyal lad.",0.3093
zusammen waren wir ein unschlagbares team.,we were a very good team.,"together, we were an unbeatable team.",0.0955
als höhepunkte aus seiner sicht bezeichnete er den brunnenbau und die neustrukturierung des zweckverbandes.,"as a point of view, he described the","from his perspective, the high point was the construction of the spring and the restructuring of the association.",0.0105
die größte herausforderung und der schwierigste einsatz waren aber der rohrbruch am hochbehälter bei kirchlauter an einem 3. januar.,the greatest challenge and the most,"however, the largest challenge and most difficult shift was when the pipe broke on the kirchlauter elevated tank on 3 january one year.",0.0064
"hier mussten wird bei minus 17 grad die ganze nacht hindurch arbeiten, damit die ortschaften mit wasser versorgt werden konnten.",this has had to work on a whole night,we had to work through the night at minus 17 degrees to ensure the locality would be supplied with water.,0.0376
"auch die versorgung von neubrunn habe man einmal nur aufrechterhalten können, weil man den hochbehälter von pettstadt her mit schläuchen befüllte.",the supply of newruns can only be,even the supply from the new spring was sometimes only maintained because the elevated tank at pettstadt was filled by hosepipe.,0.0105
"die geschäftsführung des trinkwasserzweckverbandes wurde an daniel stürmer aus lauter übergeben, der die nachfolge von rupert göller antritt.",the financial system of drinking water was given,"the management of the drinking water supply association was passed to daniel stürmer from lauter, who will be rupert göllers successor.",0.0145
"die sopranistin anna netrebko geht offen mit der autismus ihres sohnes tiago um - und wendet sich an andere betroffene eltern: sie müssen den mut haben, darüber zu sprechen.",the president-in-office of,soprano anna netrebko is open about her son tiagos autism - and addresses other parents affected by the disease: you must be brave enough to talk about it.,0.0
"die medizin hat große fortschritte gemacht, sagte die 44-jährige der italienischen zeitung corriere della sera.","the medicine has made great progress, said the","medicine has come a long way, the 44-year-old said to italian newspaper corriere della sera.",0.0291
"als die krankheit bei ihrem sohn erkannt worden sei, habe sie geglaubt, sie müsse sterben.",when the disease was recognised in her son,"when her son was diagnosed with the disease, she thought she would die.",0.0395
"der inzwischen achtjährige tiago sei aber gut vorwärtsgekommen und lerne nun privat in new york, wo es die besten therapeuten gebe.",the eight-year-old crew has now,"tiago is now eight years old and has made great strides, being schooled privately in new york, where the best therapists are located.",0.0019
"um ein beispiel zu geben: wenn ich ihn etwas frage, was zwei jahre zurückliegt, als ich an der mailänder scala sang, erinnert er sich an nichts, sagte netrebko.",to give an example: if i ask him,"to give an example: if i ask him what happened two years ago when i sang at milans la scala, he cant remember anything, netrebko said.",0.1054
aber er ist der glücklichste mensch auf erden.,but he is the most happy human race.,but he is the happiest person on earth.,0.3457
tiago stammt aus netrebkos verbindung mit dem bassbariton erwin schrott.,ti comes from net aspirations with the ame,tiago is the offspring of netrebkos liaison with bass-baritone erwin schrott.,0.0227
sie ist nun mit dem tenor yusif eyvazov verheiratet.,it is now a ten-fus,she is now married to tenor yusif eyvazov.,0.0624
beziehungstat in bargteheide - mann schießt auf lebensgefährtin,the relationship in barhenide - is,crime passionelle in bargteheide - man shoots his partner,0.0294
ein 35-jähriger mann hat am freitag gegen 10.45 uhr in einem mehrfamilienhaus in bargteheide (kreis stormarn) auf seine partnerin geschossen und sie tödlich verletzt.,"a 35-year-old man, on",a 35-year-old man shot and fatally wounded his partner on friday around 10.45 a.m. in an apartment building in bargeteheide (in the district of stormarn).,0.001
"der mann hat selbst bei uns angerufen und angegeben, seine lebensgefährtin erschossen zu haben, sagte eine polizeisprecherin.",the man himself has asked us and has asked,"the man himself called up and admitted to having shot his partner, a police spokeswoman said.",0.0586
"der täter sei auf der flucht, nach ihm werde öffentlich gefahndet.",the perpetrators are to be in the case of,"the perpetrator is on the run, she said, and he is officially being sought.",0.0164
"mittlerweile bundesweit, denn sven s. könnte mit dem auto unterwegs sein.",the federal state is sometimes at the mome,"this search is now happening across germany, because sven s. might be travelling by car.",0.0116
"der mann ist etwa 1,80 meter groß, muskulös, braungebrannt und hat eine glatze.","the man is about 1.80 metres,","the man is around 1.8 m tall, muscular, sun-tanned, and has a bald patch.",0.0533
mittlerweile hat die polizei ein foto von ihm veröffentlicht.,"the police has, of course, published a",the police have now issued a photo of him.,0.0624
es ist allerdings ein paar jahre alt.,"it is, however, a few years old",but it is a couple of years old.,0.0377
inzwischen trägt der mann eine glatze.,the man is now a glatat.,the man now has a bald patch.,0.0869
der mann soll nicht direkt angesprochen werden.,the man is not going to be addressed directly,the man should not be approached.,0.0603
"er könne noch die waffe bei sich tragen, so die polizei.","he can still bear arms, so the police",the police believe he may still be carrying a weapon.,0.0544
"wer sven s. sieht, soll die 110 rufen.","those who are sven, are",anyone who sees sven s. should call 110.,0.0295
die polizei spricht von einer beziehungstat.,the police speaks of a relationship.,the police are talking of a crime passionelle.,0.0875
"das opfer sei jahrgang 1988, der täter 1981.","the victims of 1988, the perpetrators of america","the victim was apparently born in 1988, the perpetrator in 1981.",0.0447
"die zuständige polizei in lübeck wollte zunächst keine angaben zum tathergang oder der beziehung zwischen täter und opfer machen; sie bestätigte aber, dass ein mensch getötet worden sei.",the police responsible in the first place did not,"the police force in lübeck dealing with the crime initially did not want to disclose any information on the crime or the relationship between the perpetrator and the victim, but it confirmed that a person had been killed.",0.0032
"mehr sagen wir derzeit nicht, sagte eine polizeisprecherin in lübeck.",we are not saying that a police police is,"we are not saying any more at this time, a police spokeswoman in lübeck said.",0.1822
augenzeugen zufolge war ein spezialeinsatzkommando (sek) am tatort.,according to the fact that a special,"according to eyewitnesses, a swat team was at the scene.",0.0541
stahl - lichtblick für deutsche stahlindustrie,in 1996 - at the moment for,steel - theres a ray of hope for the german steel industry,0.0213
die krisengebeutelte und energieintensive deutsche stahlindustrie bleibt von zusätzlichen kosten in millionenhöhe verschont.,the crisis of the german steel industry remains additional,the german steel industry has been riddled with crises and uses a lot of energy - but it has been spared additional costs that could have run into the millions.,0.0333
"finanzielle belastungen, die der branche aus der ökostrom-förderung drohten, sind vom tisch.","financial burdens, which threatened","the sector had been threatened by financial burdens for the promotion of green energy, but these are now off the table.",0.0014
"es bleibe bei der befreiung von der erneuerbare-energien-umlage bei den bestandsanlagen zur sogenannten eigenstromproduktion in der deutschen stahlindustrie, sagte bundeswirtschaftsminister sigmar gabriel (spd) der westdeutschen allgemeinen zeitung (waz, freitagausgabe).","the commission has said that, when the",federal minister of the economy sigmar gabriel (spd) told the westdeutsche allgemeine zeitung (waz) newspaper on friday that the exemption from the renewable energies levy would remain in place for electricity self-supply for pre-existing plants within the german steel industry.,0.0004
"ich bin wirklich froh darüber, dass wir das nach zwei jahren zäher verhandlungen endlich erreichen konnten.",i am really pleased that after two years we,i am truly delighted by the fact that we have finally reached an agreement after two years of intense negotiations.,0.0478
"die europäische kommission hatte demnach zunächst geplant, die stahlhersteller, die gase aus dem hochofen zur stromerzeugung für den eigenen verbrauch einsetzen, zur kasse zu bitten.",the european commission therefore planned to ask the steel,"the european commission had originally planned to make steel manufacturers, who use the gases from their blast furnaces to generate electricity for their own use, pay a levy.",0.0197
der stahlindustrie drohten nach angaben des deutschen branchenverbands zusätzliche kosten von 120 bis 240 millionen euro pro jahr.,the steel industry threatened after the german,"according to the german association for the sector, the steel industry was threatened with additional costs ranging from 120 to 240 million euros a year.",0.0164
"gabriel sagte der waz, es gebe nun eine grundsatzeinigung mit der eu-kommission nach gesprächen mit wettbewerbskommissarin margrethe vestager.",the waz said that there is now a,"gabriel told waz that a basic agreement had now been reached with the eu commission, following discussions with margrethe vestager, the commissioner for competition.",0.0056
"erst wenn die generatoren in den stahlwerken ersetzt werden, falle eine eeg-umlage von 20 prozent an.",only if general coordinators are replaced in,the eeg levy of 20 percent is now only due when the generators in the steelworks are replaced.,0.009
aber auch diese werde in der stahlindustrie nicht erhoben.,but it is not the case in the steel,this too will not be levied against the steel industry.,0.0502
die ig metall begrüßte die einigung deutschlands mit der eu-kommission zur eigenstromerzeugung.,the ig metal welcomed the unification of germany with,ig metall welcomed the agreement germany had reached with the eu commission on electricity self-generation.,0.0343
damit werde der status quo der bisherigen regelung weitgehend festgeschrieben.,this means that the status quo is largely laid,the agreement sees the status quo of the previous ruling largely formalised.,0.0914
besondere bedeutung habe das erfolgreiche bemühen von gabriel für die stahlindustrie.,the successful effort of the steel industry is particularly,gabriels positive efforts are particularly important for the steel industry.,0.0502
im hinblick auf unsere kampagne stahl ist zukunft ist das ein erster schritt.,"with regard to our steel campaign, the first",it is the first step within our steel is the future campaign.,0.0504
"auch bei der reform des emissionsrechtehandels sind klima- und beschäftigungsziele abzuwägen, erklärte ig metall-chef jörg hofmann in frankfurt.","in the reform of emissions trading, climate and","climate targets and employment objectives also need to be taken into account during negotiations to reform emissions allowances, explained ig metalls ceo, jörg hofmann, in frankfurt.",0.0044
die stahlbranche in europa leidet seit der finanzkrise 2008 unter überkapazitäten und einem erheblichen preisdruck.,the steel industry in europe has been suffering,"since the financial crisis of 2008, europes steel sector has suffered from overcapacities and considerable pressure in terms of pricing.",0.0088
"im vergangenen jahr verschärfte sich die lage weiter, als das weltgrößte erzeugerland china angesichts der schwächelnden heimischen nachfrage massenhaft stahl auf den weltmarkt warf.","last year, the situation has been further","the situation only worsened over the past year when the world biggest producer, china, dumped steel into the global market en masse as a result of weakening domestic demand.",0.003
europäische hersteller werfen chinesischen stahlkonzernen preisdumping vor.,european producers are presenting price dumping,european manufacturers accuse chinese steel firms of price dumping.,0.0294
im laufe dieses frühjahrs hat sich die situation etwas entspannt.,the situation in the course of this spring has,the situation improved slightly during spring of this year.,0.0758
"zum einen zeigen verhängte einfuhrzölle auf importstahl wirkung, zum anderen haben sich die wirtschaftsaussichten in china aufgehellt.","on the one hand, import tariffs imposed on","on the one hand, import taxes started to have an impact on imported steel, on the other, economic prospects in china brightened up.",0.083
"unklar ist, wie nachhaltig die preiserholung ist.",it is clear how sustainable price recovery is.,it is not clear how long prices will remain perked up for.,0.0504
der deutschen branchenprimus thyssenkrupp blieb am donnerstag vorsichtig.,"the german industry, mr thyssen","the german sector leader, thyssenkrupp, was cautious on thursday.",0.0511
zuletzt hätten die preise wieder eher stagniert.,"finally, prices would have been more","prices had plateaued recently, he said.",0.0408
die branche reagiert auf die schwierige lage mit weiteren kostensenkungen.,the industry responded to the difficult situation with further,the sector is reacting to the tricky situation by reducing prices further.,0.0432
thyssenkrupp wollte dabei zuletzt auch schließungen einzelner werke nicht ausschließen.,"thyssenfit were not, in",thyssenkrupp also did not want to rule out closing individual plants.,0
in der deutschen stahlindustrie waren ende 2015 rund 86000 menschen beschäftigt.,"in the german steel industry, around 86000","at the end of 2015, around 86,000 people were employed in germanys steel industry.",0.0172
im juli bleiben die deutschen stahlhersteller trotz steigender preise und zunehmenden bestellungen vorsichtig.,"in july, german steel manufacturers remain cautious despite","despite rising prices and increasing orders, german steel manufacturers remained cautious in july.",0.0875
"sie produzierten mit 3,4 millionen tonnen gut sechs prozent weniger rohstahl als im vorjahresmonat, wie die wirtschaftsvereinigung stahl am freitag mitteilte.",they are produced with 3.4 million tonnes,"at 3.4 million tons, they produced a good six percent less raw steel than in the corresponding month in the previous year, as the steel association reported on friday.",0.0036
nach einer kurzen erhöhung im mai ging die hergestellte menge nun den zweiten monat hintereinander zurück.,"after a short increase in may, the amount","after a brief spike in may, the amounts produced shrunk for a second consecutive month.",0.0721
seit jahresbeginn liegt die produktion um zwei prozent unter dem vorjahreswert.,"since the beginning of year, production is","since the start of the year, production has been two percent less than the value for the equivalent period in the previous year.",0.0106
der verband rechnet in den kommenden monaten dank einer verbesserten auftragslage mit einem steigenden ausstoß.,the association is now due to a greater procure,the association is expecting output to increase over the next few months thanks to an improved situation in terms of orders.,0.0336
"gemeinschaft, geist, gesundheit: singen tut senioren gut","the community, the spirit, health: the","community, mind, health: singing is good for the elderly",0.0326
"das singen hat ursel kipp schon ihr ganzes leben begleitet: als junges mädchen war sie im schulchor, im lehramt-studium belegte sie das fach musik, und heute singt die 78-jährige in einem senioren-chor.","the end of the day, mr k","singing has been a constant throughout ursel kipps entire life: as a young girl she sang in her school choir, when she was studying to be a teacher she took music classes, and today, the 78-year-old sings in a choir for the elderly.",0.0002
"singen bewegt mich - emotional und körperlich, beschreibt sie.",i am looking at her - emotional and body,"singing moves me - emotionally and physically, she describes.",0.0285
"nach einer probe fühlt sie sich ausgeglichen, fröhlich und insgesamt lebendiger, sagt sie.","it is a result of a test, it","after a rehearsal, she feels balanced, happy, and generally more alive, she says.",0.0149
ganz nebenbei tut sie dabei ihrer gesundheit und ihrem geist etwas gutes.,"it is, apart from your health and your","and additionally, shes doing something good for her health and her mind.",0.0356
"denn singen ist gleich aus mehreren perspektiven ein tolles hobby für senioren, sagt erhard hackler von der deutschen seniorenliga.",the fact that a number of prospects is a,"singing is a great hobby for the elderly for a host of reasons, says erhard hackler from the german association for the elderly.",0.0135
"die meisten senioren singen im chor und teilen mit gleichgesinnten die freude an der musik, beschreibt hackler.",most senior citizens are,"most elderly people sing in a choir and share the enjoyment they get from music with like-minded people, says hackler.",0.0015
durch das regelmäßige zusammensein können senioren soziale kontakte knüpfen und pflegen.,the regular cooperation can be linked to the social,"by regularly spending time with others, the elderly can build and maintain social contacts.",0.0181
"denn häufig lösen sich soziale und familiäre strukturen im alter auf, ein chor ist dann eine ideale gelegenheit, um zeit mit anderen menschen zu verbringen.",the fact is that social and family structures are,social and familial structures often weaken as people grow older - so choir is a perfect way to spend time with other people.,0.0127
"diese erfahrung hat auch ursel kipp in ihrem chor gemacht: sich abzusprechen und zu organisieren, sich auf die anderen verlassen zu können und voneinander zu lernen - ein chor ist eine ganz besondere form des zusammenseins.",this experience has also made a,"ursel kipp has also experienced this in her choir: arranging and organising things with people, being able to rely on others and learn from them - a choir is a really unique way of being together with other people.",0.0004
"singen kann im positiven sinne anstrengend sein, meint hackler.",it is true that it is a good thing,"singing can be demanding in the positive sense, hackler thinks.",0
denn dabei trainieren senioren eine tiefe und kontrollierte atmung.,"then, then, the people of",this is because it teaches the elderly to breathe deeply and in a controlled manner.,0.0073
"wer seine lunge regelmäßig fordert, gerät auch im alltag nicht so schnell aus der puste.",anyone who is calling for his lice,"if you push your lungs to their limits regularly, you will not run out of breath as quickly in day-to-day life.",0
"auch wenn es darum geht, den klang der stimme im alter zu erhalten, ist singen ein optimales hobby.",even if it is to be received,"and if you are interested in keeping the sound of your voice as you age, too, singing is the perfect hobby.",0.0053
"auf ältere menschen hat singen oft eine ganz besondere wirkung, sagt ursula lenz von der bundesarbeitsgemeinschaft der senioren-organisationen.","on the elderly, many people have ofte","singing often has a really special effect on older people, says ursula lenz from the german association of senior citizens associations.",0.0053
"in den älteren generationen hatte das gemeinsame singen einen viel höheren stellenwert, es gehörte zum alltag, sowohl in der schule als auch in der freizeit, erklärt sie.","in the older generations, the common","for older generations, singing together is seen as more important, it was part of their daily life both at school and in their leisure time, she explains.",0.0029
"lenz beobachtet häufig, dass das singen oder hören von liedern bei älteren menschen viele erinnerungen weckt, oft verbunden mit positiven gefühlen ihrer jugendzeit.",it is often observed that the death,lenz often sees that singing or listening to songs often triggers memories in older people that are often connected to positive emotions from their youth.,0.003
durch liedtexte und besonders melodien entsinnen sich selbst demenzerkrankte menschen an lange zurückliegende ereignisse.,the european union s own own own people are,"song texts, and melodies in particular, can even be used to help patients with dementia to remember things from far back in their past.",0
"beim singen wird dem kopf zudem eine besondere leistung abverlangt, erklärt lenz.","in addition, the head will also have a","singing also demands particular mental exertion, explains lenz.",0.0278
sich gleichzeitig auf die eigene stimme und auf einen vorgegebenen rhythmus zu konzentrieren und sich dabei den anderen sängern anzupassen - das ist eine große kognitive herausforderung.,i should also like to focus on the own,"concentrating on ones own voice and a set rhythm, while adapting to the other singers - that is a huge cognitive challenge.",0.008
"gerade ältere menschen, die allein leben, üben so, sich nicht nur auf sich selbst zu konzentrieren.","it is precisely older people who live alone,","in particular, older people who live alone can practice how to focus on people other than themselves.",0.1122
"ein anderer positiver aspekt ist die anerkennung, die man durch das singen im chor erfährt, meint hackler.",another positive aspect is the recognition that is,"another positive aspect is the recognition gained by singing in a choir, hackler thinks.",0.3214
ein begeistertes publikum ist ein tolles lob.,a enemy is a very praise,a happy audience is great praise.,0.0485
auch das selbstwertgefühl wächst durch das singen im chor.,the self- sense of self-,even ones self-esteem is boosted by singing in a choir.,0
"sich selbst zu zeigen: wenn ich lange für etwas übe, werde ich besser und wachse über mich hinaus - diese erfahrung stärkt.",i myself have to show: if i have,"being able to show yourself that by practising for a long time, you can improve and grow - this experience gives you strength.",0.0043
"gute gründe, um mit dem singen zu beginnen, gibt es also genug.","therefore, there is enough reason",so there are enough good reasons to start singing.,0.0287
"wer ein neues hobby ausprobieren will, sollte nicht zögern - auch wenn er meint, wenig talent zu haben, rät lenz.",anyone who wants to be a new-,"if you want to try a new hobby, dont delay - even if you think youve not got much talent, lenz suggests.",0.0046
"man singt ja nicht allein - bei 50 singenden menschen, wer hört da schon, wenn mal ein ton daneben geht?","there are no doubt that, when 50","youre not singing by yourself - and in a group of 50 people singing, wholl hear if a notes out here or there?",0.0034
"auf der suche nach dem passenden angebot haben senioren verschiedene möglichkeiten, sagt hackler.",the search for the penalties has,"the elderly have many options when looking for the right fit, says hackler.",0.0298
"singt jemand aus dem bekanntenkreis in einem seniorenchor, kann man sich einfach anschließen.",if someone from the well-known sen,"if someone you know already sings in a choir for the elderly, you can just go along with them.",0.0109
viele städte bieten außerdem übersichten über die chöre in der umgebung.,many cities also offer a number of cities,"in addition, many towns offer an overview of the choirs in their region.",0.0196
"wer in einem kirchlichen chor singen möchte, kann sich direkt an die gemeinde oder den kirchenvorsteher wenden.",anyone who wants to be a pro-,"if you want to sing in a church choir, you can approach the parish or churchwarden directly.",0.0094
viele seniorenchöre findet man auch über das internet.,many sense of sense,many choirs for the elderly can also be found online.,0.0179
"wer keinen zugang zum internet hat, kann die familie, freunde oder nachbarn um hilfe bei der internetrecherche bitten.",anyone who has no access to the internet,"if you dont have access to the internet, you can ask your family, friends or neighbours to help you look things up online.",0.0211
"wer lust hat zu singen, sollte sich unbedingt einem chor anschließen, rät hackler.",anyone who has a desire to be found,"if youre interested in singing, you should absolutely join a choir, hackler thinks.",0.0149
singen tut der seele gut und hat etwas befreiendes - das gilt für jedes alter.,the soul is doing well and has something free,singing is good for the soul and is a kind of release - no matter how old you are.,0.0199
katzen reagieren sensibler als kater auf schreie der jungtiere,both are aware of awareness as a pro,female cats react more sensitively than male cats to the mewls of their kittens,0.0131
"biologen haben in hannover untersucht, welchen effekt das rufen von katzenbabys auf erwachsene tiere hat.",biologists have examined in the field of the,biologists in hanover have researched the effect kittens cries have on adult animals.,0.021
zu ihrer überraschung ließ das miauen auch die männchen nicht kalt - allerdings verhielten sie sich im unterschied zu den weibchen immer gleich.,"then then, in the case of","to their surprise, the miaowing didnt leave the male cats unaffected - but, compared to their female counterparts, they always acted the same way.",0.002
weibliche katzen können den erregungsgrad von katzenbabys am miauen der kleinen erkennen.,ifibibans can recognise the degree of,female cats can tell how agitated kittens are by their miaowing.,0.0177
"sie reagieren um zehn prozent schneller auf laute von kätzchen, die sich in großer not wähnen, wie wissenschaftler von der tierärztlichen hochschule und der medizinischen hochschule hannover (mhh) herausgefunden haben.",they react to ten% more quickly from,"they react ten percent quicker to kittens who sound to be in great distress, the scientists from the veterinary university and medical university of hanover discovered.",0.0055
kater reagieren zwar auch auf die rufe von kätzchen - allerdings immer gleich.,not only react to the call for kder,male cats do respond to kittens cries - but always to the same extent.,0.0277
