source,prediction,reference,bleu
zum beispiel können sie den spielern missionen aufgeben und feinde gegenüberstellen sowie ausrüstungsgegenstände bereitstellen.,"for example, you can give the players to the players and enemies and to re-establishment of equipment. is a matter of the european union. is a matter of the european union. is a matter of fact a question.","for example, they can give players missions to complete and confront enemies, and provide equipment.",0.0179
der spieleriese activision blizzard startet einen neuen hd-videodienst für die boomende welt des e-sports.,the players have been presented a new--general service for the boome world of e-deavours. is a new new-up-in-office of the european union. is a new year of the world of e.,games giant activision blizzard is launching a new hd video service for the booming world of e-sports.,0.0454
auf dem weg zum globalen medienereignis soll facebook helfen.,"the way to the global media is to help the end of the day. is a matter is a real problem. is a matter of the european union. is a european union s country, is to be able to help the european union.",facebook is to help on the path to making them global media events.,0.029
die werbeindustrie horcht bereits auf.,the who is already in the case of the anti-legalist. is a matter is a matter of the european union. is a matter of the european union. is not a matter of the european union. is a.,the advertising industry has already pricked up its ears.,0.006
"die mitarbeiter des start-ups, das seinen sitz bisher in seattle im us-bundesstaat washington hat, ziehen zum microsoft hauptsitz im kalifornischen redmond um, wie beam-mitgründer und -chef matt salsamendi mitteilte.","the staff of the start-ups, which has so far been held in seattle in the us federal state, are looking at the microsoft-in-office of the european union, like the president-in-office of the european parliament, as the president of mr,","the start-ups employees, who were previously based in seattle in the us state of washington, will now move to microsofts headquarters in californias redmond, beams co-founder and ceo matt salsamendi reported.",0.096
für die kunden soll sich demnach durch die übernahme nichts ändern.,"so, the customers should not change by taking any take-up. is no longer happens the commission is going to be able to do so. is a matter of the european union. is not an ent",the takeover will not change anything for customers.,0.0124
beam wird laut microsoft in die videospielabteilung rund um die xbox-konsole integriert.,"in microsoft, the presentation of the european union is integrated around the first-class-of-the-lemen. is a matter of the european union, is not a matter of fact, but also in the case of the microsoft. is a.","according to microsoft, beam will be integrated into the video games department that is linked to the xbox console.",0.0077
der markt des live-streamings von videospielaktivitäten wächst derzeit rasant.,the market of the live-in-office of the council is currently growing rapidly. is now a great deal of progress. is now a market in the market of the live. is now a market in the market in the day,the market for live-streaming video games is currently growing rapidly.,0.0702
bekannte plattformen sind twitch und youtube gaming.,"a sign plunder is twallen and the first. is a one is a single-and-a-one., then the european union is a european union. is a matter of fact, is a clear and a change of.",well-known platforms include twitch and youtube gaming.,0.0055
twitch war im jahr 2014 vom onlinehändler amazon gekauft wurden - für fast eine milliarde dollar.,"it was a year ago in 2014, from the online traffickers, which was bought a usd 1 billion. is a year, the commission has been a year of usd 1. is a year, the commission has been able to buy a year of the year.",in 2014 twitch was purchased by online retailer amazon - for almost one billion dollars.,0.0054
youtube gaming gehört zur google-mutter alphabet.,"y-in-office is one of the amendments to the amendment of the european union. is a european union s environmental problem. is a matter of the commission, is a matter of fact a question.",youtube gaming is owned by googles parent company alphabet.,0.0056
hier kommt der enforcement trailer,"this is the enforcement of the enthusiasm, the commission is in fact.",here comes the enforcement trailer,0.036
"deutschlands raser müssen sich auf die nächste generation geschwindigkeitsmesser einstellen: in verschiedenen bundesländern, unter anderem in hessen und brandenburg, werden neue blitzgeräte getestet, die temposünder besonders effektiv überführen sollen.","in the next generation-speed accounts, in various federal countries, including in the present and thenburg, new new-generation equipment, which is supposed to be particularly effective. is now.","germanys speeders will have to get used to the new generation of speedometers: in various federal states, including hesse and brandenburg, new speed cameras are being trialled, which are supposed to be particularly effective at catching those who drive too fast.",0.0856
"die futuristisch wirkenden enforcement trailer der firma vitronic aus wiesbaden können zum beispiel an unfallschwerpunkten eingesetzt werden, wo es für eine mobile messung durch die polizei zu gefährlich wäre.","the eforcement of the vital group of the european union, we can use the pesticides from the benefit of accidents, for example, where it would be too dangerous to mobile measuring by police. is a general prosecutor.","the futuristic-looking enforcement trailer made by vitronic, a company form wiesbaden, could be used at accident blackspots, for example, where it is too dangerous for the police to go.",0.09
"beispielsweise an autobahn-baustellen oder zu sanierenden brücken mit vorübergehendem tempolimit gibt es oft keine nötige infrastruktur, um dort mit einem stationären blitzer für die einhaltung der geschwindigkeitsbegrenzung zu sorgen.","for example, we have a transitional tempol, or to re-establish the bridge with temporary tempolit, there is often no necessary infrastructure to ensure that we are ensuring that speed-up is complied with. is a good thing is not a matter.","for example, roadworks on a motorway, or a bridge that is due to be repaired, and therefore has a temporary speed limit often lack the infrastructure to support a fixed speed camera to ensure that speed limits are being adhered to.",0.0415
ein dauerhafter mobiler aufbau kann aber zu gefährlich oder aufwendig sein.,a lasting global construction can be too dangerous or necessary. is a good is a good thing. is a good is a good thing. is a good thing is a better one. is not an opportunity.,it can also be too dangerous or expensive to keep assembling and unassembling the speed camera at these points.,0.0679
"der enforcement trailer ist autark: sein akku hält bei ununterbrochenem messbetrieb fünf tage, die falldaten werden verschlüsselt über ein modem übertragen.","the eforcement of enc is autark: his own-up is a more unwarranted sending five days, the case of data are transferred to a single-hul. is a matter of a day..","the enforcement trailer is autonomous: its battery lasts for five days of continuous measurement, and data is transferred in encrypted form via a modem.",0.0105
mit laser-messtechnik können zudem alle fahrzeuge über mehrere spuren hinweg gleichzeitig erfasst werden.,"moreover, all vehicles can be covered by a number of vehicles at the same time. is a matter is a matter of the european union. is a matter of the european union, the commission is also in a position to be able to be able to be able.","thanks to laser measuring technology, all vehicles across several lanes can be tracked at the same time.",0.0663
"variable geschwindigkeitsbegrenzungen sowie durchfahrtsverbote nach uhrzeit, fahrstreifen und fahrzeugklasse lassen sich ebenfalls überwachen.","the speed-up of speed-up and by the bans on the road, road-related and vehicle classes are also overcome. is a matter is a question of the european union. is a matter of the european union. is not only a question.","variable speed limits and driving bans based on time, lane or vehicle type can also be monitored.",0.0069
im hochgefahrenen zustand bewegen kann man den anhänger laut hersteller mit jedem auto mit anhängerkupplung.,"the state of the high level is that the producers of each car can be allowed to buy their homes. is a result of the state of the end of the day, then, is a high level of time. is a matter of fact that it is is","when powered up, the manufacturer says that any car with a trailer coupling can move the trailer.",0.006
"damit er nicht einfach geklaut wird, ist er im messbetrieb abgesenkt, so dass die räder in der gepanzerten und übrigens auch schusssicheren außenhülle verschwinden.","it is not simply reported, it is in the way of measuring, so that the dispensation of the un-hull and, moreover, the other, the same of the outside outside. is a matter of fact a little more.","to prevent it from simply being stolen, it sinks down when measuring, making its wheels disappear into the armoured, bullet-proof exterior.",0.0075
außerdem soll eine eingebaute alarmanlage den blitzer vor vandalismus schützen.,"furthermore, a re-emarman is to protect the blils of v scandal. is a matter is a matter of the european union. is a matter of no longer, then it is a matter of time. is not.","in addition, the speed cameras in-built alarm system is designed to protect it from vandalism.",0.0137
seit 2015 wird der trailer nach angaben von vitronic in verschiedenen bundesländern getestet und mittlerweile auch eingesetzt.,"since 2015, the presentation of the council of vital importance is tested in various federal countries and has now been used. is now the commission is now being used. is a matter of fact, it is not possible to do so in the","since 2015, according to vitronic, the trailer has been tested in various federal states and is now also used in them.",0.0829
"auch ausländische behörden blitzen mit der neuen technik: jüngst hat frankreich 100 stück nachgeordert, nach einer bestellung von 150 stück im vergangenen jahr.","the foreign authorities have also been a few words of the new technology: france recently has cut 100 100%, after a 150-year-old year. is a year. is a year. is now a great great deal of time","foreign authorities are also using the new technology for speed cameras: recently france ordered 100 of them, after ordering 150 the year before.",0.0193
"großbritannien holt silber im 7-er rugby, nachdem fiji masterclass gold holt","british, in the 7-er, after master fiji gold, the eu is a european union, the united kingdom, the united kingdom, is a 7-er, 7 and now",britain settle for silver in rugby sevens after fiji masterclass sees them take gold,0.0096
"die beeindruckende leistung großbritanniens beim 7-er rugby kam im finale am donnerstag abend zu einem abrupten halt bei der letzten hürde in form der fijis, als sie mit einem ergebnis von 43-7 im deodoro stadium hier in rio geschlagen wurden.","the uk s performance in the seven-finding in the seven-th anniversary of thursday evening was a blind eye to the last obstacles in the form of fijis, when it was set up with a result of 437 in the rio stage. is now.",great britains impressive run in the rugby 7s was brought to a crashing halt at the final hurdle by fiji in the final on thursday night when they were comprehensively beaten 43-7 at the deodoro stadium here in rio.,0.0169
"fiji erteilte eine meisterklasse im handling, side-stepping, nachrücken, linienlauf und roher kraft, um gold zu gewinnen - ihre erste olympiamedaille jeglicher farbe.","the presidency was a class of the handling, side-up, and the line and roher force to win gold - its first olympic olympic dimension. is a whole day of the european union. is the first olympic group is a day of all of the.","fiji gave a masterclass in handling, off-loading, side-stepping, support play, running lines and brute strength to win gold - their first olympic medal of any colour.",0.0704
"die niederlage wurde durch den nicht allzu schlechten trostpreis der silbermedaille versüßt - großbritanniens vierte an diesem tag - und sie konnten auf ihre bemühungen in diesem turnier durchaus stolz sein, in dem sie neuseeland, argentinien und südafrika schlugen.","the defeat was not too bad by the poor price of the enthusiasm - the united kingdom - and it was very proud of your efforts in this very chamber, in which it is new new zealand, argentina and south africa. is a.","defeat came with the non-too shabby consolation of silver - britains third of the day - and they could be proud of their efforts in the inaugural olympic 7s tournament in which they beat new zealand, argentina and south africa along the way.",0.1382
"die deutliche niederlage der boks, 7-5 im halbfinale am selben tag könnte auf sie im finale zurückfallen.","the clear defeat of b, 7-5 in the same day could be returned to the day. is a clear time, the european union is a clear defeat. is a european union, is a very good thing. is not.","the bruising beating of the boks, 7-5 in the semi-final earlier in the day, may have come back to bite them in the final.",0.0308
aber unabhängig davon hätte fiji bei dieser form ein 15-mann-team in bestform geschlagen.,"but, regardless of this, a 15-mann team would have been set up in the form. is a single group is a single-and-a-one group. is a matter of the european parliament, is not going to do so.","but, regardless, fiji on this form would have beaten a fit as a fiddle 15-man team.",0.0137
"es könnte für gb ein trost sein - aber wird es wahrscheinlich nicht - dass zumindest ein brite morgen eine goldmedaille um seinen hals hängen haben wird: fijis cheftrainer ben ryan, der ehemalige chef für england aus wimbledon.","it could be a complacency - but it will probably not be - that a british was a gold-hen will have a gold-hijis, the former former head for england from wimdon. is a","it may be some consolation to gb - but probably not - that at least one briton will have a gold medal around his neck tomorrow: fijis head coach is ben ryan, the former england boss from wimbledon.",0.0488
gb hatte einen schwierigen weg hinter sich.,"in the past, a difficult path was behind. is a one is a matter of the european union. is a real problem. is a matter of the european union. is a.",it has been some journey for gb.,0
vor acht jahren verloren sie unter ryan jedes spiel bei den adelaide sevens.,"they lost eight years under the adelaidenvents of eight years ago. is a matter is a question of the day. is a matter of the european union, then it is a matter of time. is a.","eight years ago, under ryan, they lost every game at the adelaide sevens.",0.0171
hier verloren sie nur eins.,"they are only lost in this. is no longer, then the commission is not a matter of time. is a matter of the european union. is a matter of fact, it is a matter of fact a question.","here, they lost just one.",0.0058
"diese schlappe wird wehtun, aber der fortschritt ist erstaunlich.","this is a bad thing, but progress is astonishing. is a m moment is a moment of progress. is a good thing. is a good thing. is a.",this hammering will hurt but the progress is startling.,0.0169
fiji begann wundervoll und ließ die angriffe gbs aus spass abprallen.,"fff, the attacks of gbs were killed. is then thennn thennnnnnnnncy was a momentum. is a great great deal of time. is a.","fiji started magnificently, bouncing off gb tackles for fun.",0
"es fühlte sich für den kapitän tom mitchell an und co. an, als würde man in fahrende busse laufen. die world series-gewinner gingen 5-0 nach oben, als osea kolinisau in der ecke rüberhechtete.","it felt that thens of the world series was 5-0 after on, when ocen, the o-n-n-0, were in the case of the world series, when ocence of sweden, were in the same way. is the world",it was like running into a series of moving buses for captain tom mitchell and co and the world series champions went 5-0 up when osea kolinisau dived over in the corner.,0.0382
"mit noch vier minuten spielzeit fügte jerry tuwai noch einen weiteren angriff aus der rechten ecke aus, den er umwandelte.","the four minutes of the day, mr president, have yet to be dealt with with another attack on the rights of the same country. is a single-and-a-a-one-old. is a matter of fact a situation.","with four minutes on the clock jerry tuwai added another down the right wing, which was converted.",0.0188
12-0 und gb hat kaum den ball angefasst.,"12-0 and now, little has been given the ball. is a matter, then the commission has not been able to do so. is a european union, the commission has not just been able to do so, but.",12-0 and gb had hardly touched the ball.,0.015
"ein hevorragender tackle von mitchell stoppte den berg von mann leone nakarawa ein drittes tor zu erzielen, aber es hat fiji nur aufgehalten.","a hence the problem of tackling mitchell was then to reach a third-class wall of the mountains of mr leone, but it has only been kept. is a matter of the european union. is a matter of fact, is not an ent",a superb mitchell tackle stopped the man-mountain leone nakarawa from scoring a third but it was only delaying fiji.,0.0131
in der siebten minute lete jasa veremalua in der rechten ecke einen touchdown hin und es stand 0-17 für gb.,"in the seven minutes leten jemalua, a commendididid and it was 0-17 for the right. is a seventh-17. is a good time. is a good thing is not.",on seven minutes jasa veremalua touched down in the right corner and gb were 17-0 to the bad.,0.0222
nakarawa fügte einen neuen seit dem wiederanpfiff hinzu und es gab noch immer über eine minute spielzeit ... in der ersten hälfte.,"then, in the first half, a new old old and there has still been a minute time... is the first half. is a first half. is now.",nakarawa added another from the restart and there was still over a minute on the clock... in the first half.,0.0698
"vatemo ravouvou preschte durch weitere schwache tacklings des gb teams und stürmte bis zur linie, um ein tor zu machen.","vteenthteenth ravouvo preschtenu, through further weak note of the treaty and the closure of the teams, to make a return. is a whole. is a whole. is a matter of further weak knowledge of the european teams and the",vatemo ravouvou then burst through some more limp gb tackling and stormed to the line to score.,0.0067
die umwandlung brachte ein 29-0 bis zur pause.,the transformation made a 29-0 to the break. is a change in the same way. is a change in the european union. is a change in the past. is a change in the european union. is a.,the conversion made it 29-0 at the break.,0.0133
"es ist so, als wäre fiji dazu geboren wurde, die 7 zu spielen, während gb noch immer dazulernt.","it is so that it was born in fiji to play 7, while there are still a number of time. is still happe, is a matter of time. is a matter of the european union. is now.","it was as if fiji had been born to play 7s, while gb are still learning the trade.",0.0209
"gb führte grundlegende änderungen zur halbzeit durch und schloss die fijianische lücke...für ganze vier minuten, was für die verhältnisse der ersten halbzeit gut war, bis josua tuisova nach einem brillianten zwischenplay von fiji durchlief.","the fundamental changes that have been made to the mid-term and the fijian gap... for all four minutes, which was good for the first mid-term circumstances, until josa taova was a half-way-up of hard-long-long-old people.","gb made wholesale changes at half-time and they plugged the fijian dam...for all of four minutes, which by first-half standards was good, until josua tuisova went over after some brilliant fijian interplay.",0.0411
"dan norton startete einen versuch für gb, machte einen touchdown in der linken ecke für ein 36-7, aber das spiel verlief schon lange zugunsten der südseeinsulaner, dessen fans sangen, fahnen schwenkten und tanzten auf der tribüne.","the commission has been trying to make a reference to the united kingdom, a reference to a 36-7, but the game has been long been the most south-speaking, whose fans are people, flagous and the public gallery. is a","dan norton grabbed a try for gb, touching down in the left corner to make it 36-7 but the game was long gone the way of the south sea islanders whose fans sang, waved flags and danced in the stands.",0.04
es war nicht schwer den spielerischen ansatz fijis zu bewundern.,it was not difficult to thank the players s approach to fijis. is a matter is a matter of great pleasure. is a matter of the european union. is not a matter of the european union. is not an ent,it was hard not to admire fijis whole joyful approach.,0.0116
mata viliame setzte das i-tüpfelchen mit einem weiteren versuch in den letzten sekunden.,"mata, mr president, the i-ttel was a further attempt to make a further moment. is a great great one is to do so. is not then one that is in the past second second second. is a",mata viliame iced the fijian cake that didnt need icing with another try in the dying moments.,0.0126
"der pfiff ertönte, die fijis umarmten sich und gb kickte vernichtend geschlagen in den rasen.","the pf ertim, fijis, the fijis, was a murder of and, in then, then, then, is a shortened. is a matter of the european union. is a matter of fact a great deal.","the whistle went, the fijians embraced and gb hit the turf, thoroughly beaten.",0.0074
früher an dem tage hatte fiji japan im halbfinale mit 20-5 besiegt und großbritannien drängte südafrika in einem knappen halbfinalmatch aus dem rennen - großbritanniens umwandlung der differenz.,"in the days of the day japan was half-fin-ale with 20-5, and britain, in a short-term half-term half-term sentence from the reneva - britain has renewed differences. is a","earlier in the day, fiji had beaten japan 20-5 in their semi-final and gb edged south africa in a tight semi-final of one try each - britains conversion the difference.",0.0229
"kyle brown brachte die boks in der ersten hälfte nach vorne, aber dan norton durchbrach die linie mit einer beeindruckenden fußarbeit und erzielte ein tor unter den posten in der zweiten hälfte.","kko brown, the b really was in the first half, but danon, through the line of a impressive foot and a short-term line was reached in the second half. is a single-class line. is a single-de group.",kyle brown put the boks ahead in the first half but dan norton with some dazzling footwork broke the line and scored under the posts in the second half.,0.108
"ein brilliantes spätes tackling von marcus watson, dem bruder von anthony des englischen 15-aside teams, sicherte den gewinn - und damit die silbermedaille.","a brilliant screening of mr watson, who is a brother of the english 15-aside teams, certainly the profit - and thus the end of the day. is a great deal is a great deal of time. is a","a brilliant late tackle from marcus watson, brother of englands 15-aside team, anthony, secured the win - and ultimately the silver medal.",0.0203
helen glover und heather stanning durch kampf mit dem krebs des trainers zum rudersieg inspiriert,"dense and henden stanning by fighting cancer of the single-hull, thennnn the commission is fighting for the cancer of a single single",helen glover and heather stanning inspired to rowing victory by coachs cancer battle,0.0123
es wird kein emotinaleres gold als bei diesen spielen geben und das will was heißen.,there will be no emotin gold than in these games and what is going to be to welcome. is no matter is a matter of the european union. is a matter of the european union. is a matter of the european union..,"there will not be a more emotive gold at these games, and that is saying something.",0.0131
"vom ersten ruderschlag bis zum letzten, 220 harte hieve, die in die geschichte eingehen, helen glover und heather stanning fanden eine zusätzliche bedeutung in ihrem goldenem moment am estacio da lagoa.","the first thing is that, until the last, ca hgotgotiable, tough hgotgotiable, who was in history, henverver and hedenden stfits ffits were an additional importance at her golden moment on est-gener, was in the story","from the first stroke to the last, 220 punishing heaves into history, helen glover and heather stanning found added meaning in their golden moment at the estacio da lagoa.",0.0226
"auch wenn es nur die beiden waren, die am ruder saßen, gab es drei stimmen im boot. das echo des trainers robin williams, war allanwesend als sie zum zweiten olympiagold im zweier ohne steuerfrau in folge ruderten, die ersten frauen in der geschichte des britischen sports, die einen solchen maßstab legten.","i would like to say that the first women in the boat, the echo of the party of the european union, was all the more than they were on the second olympicold, in two or tax, the first women in the history of british sport, who set such a kind.","though they were the two pulling on the oars, there were three voices in that boat, the echo of coach robin williams ever present as they powered to a second successive olympic gold in the womens pairs, the first females in the annals of british sport to scale such a height.",0.0946
"ihre dominanz war absolut, immerhin ihr 39.ter ungeschlagener einsatz, der ebenfalls beispiellos ist.","their dominant behaviour was absolutely, at least she has been in its 39. is also unprecedee. is also a bad thing. is also a very bad thing. is also a very great deal of a reality.","their dominance was absolute, after all this was their 39th outing unbeaten, again unprecedented.",0.0061
"was wir sehen sind zwei brilliante athletinnen, die über die oberfläche mit der eleganz von schwänen gleiten, was nicht die art des triumphes zu gänze widerspiegelt.","what we see is two-euro-tsts, which are the surface of the surface, which is not the kind of triumph. is not a whole. is not a whole one. is not a whole. is a.","what we see, two brilliant athletes skating over the surface with the elegance of swans, does not wholly reflect the nature of the triumph.",0.0228
"hinter jedem gold im rudern steckt ein bataillon an willigen helfern, die zu den inkrementellen fortschritten beitragen, die den unterschied ausmachen und es war niemand behilflicher als der trainer, der vor 30 monaten nicht wusste, ob er diesen tag überhaupt überleben würde, als bei ihm krebs diagnostiziert wurde.",i would like to say that the commission has not been able to contribute to the progress made in the way of the difference and it was no one who was not the case before 30 months ago whether he would survive this day when he was born in cancer. is not a,"ind every rowing gold is a battalion of willing hands contributing the incremental gains that make the difference, and no hands were more instrumental than those of a coach who 30 months ago did not know whether he would live to see this day when diagnosed with cancer.",0.0482
"wie er sagte, er was riskant.","as he said, he has been risk. is a matter is a matter of the european union. is a matter of the european union. is a matter of the european union. is a matter.","as he said, it was touch and go.",0.0271
"ich hatte blasenkrebs, der operierbar ist und das taten sie.","i had blase cancer, which is operating and is what they have. is a matter, i have been a matter of the european union. is a matter of fact, i have been in",i had bladder cancer which is one of the things they can operate on and they did.,0.0222
"wenn sie das nicht tun, breitet er sich überall aus.","if you do not do this, it is a wide-ranging one. is a matter is not a matter of the european union. is a matter, then it is not a matter of fact..",if they dont it goes everywhere.,0.0067
es wäre ein ziemlich schlimme situation gewesen.,it would have been a rather-off situation. is a situation that is not a matter of the same time. is a matter of the european union. is a situation that would have been a rather more than a result.,it would have been a pretty bad situation.,0.0924
es verändert ein wenig den ausblick.,"there is little change in the direction. is no longer is a matter of the european union. is a matter is not a matter of a little change. is a matter of fact, it is a little less possible..",it alters your outlook a bit.,0.0056
williams wurde im dezember 2013 diagnostiziert.,"willams were a very surprised in december 2013. is a whole point, the commission has been a single single-based and new member states. is a matter of fact, it was a matter of fact, in the",williams was diagnosed in december 2013.,0.0274
"das trio hatte glück, dass er seien behandlung anfang 2014, außerhalb der saison, beginnen konnte, was die unterbrechung auf ein minimum hielt, falls das unter solchen umständen überhaupt der richtige begriff ist.","the very good luck had been that he was able to start treatment from 2014, outside the seasonal, beginning, which was the minimum of the term in such circumstances. is the right way to do so. is then one is at any time.","the trio were fortunate that he was able to begin his treatment at the start of 2014 out of season, keeping the disruption to a minimum, if that is ever the right expression in circumstances such as these.",0.1162
"ich benötigte geld, daher musste es mir bald wieder besser gehen.","i need money, and so i had to go better. is then then case the commission is not going to be able to go back back. is the commission is not going to thenn",i needed to get paid so i had to get better quickly.,0.0754
"ich war im krankenhaus und lief auf der station herum - 20 fuß, 30 fuß, 50 fuß zu einer zeit, als sie sagten, dass einige schritte genügen würden.","i was in the hospital and was on the station - 20, 30, 30, 50 a time when you said that some steps would be sufficient. is not then case, i would be a long time. is a.","i was in hospital and i was walking around the ward - 20ft, 30ft 50ft at a time when they were saying a few steps is enough.",0.0539
"das rudern an sich ist schon eine herausforderung, aber das macht es zu einer noch größeren.","the events are already a challenge, but that makes it even more. is a matter is a major challenge. is a matter of the european union. is a matter of fact a more than it",rowing in itself is a journey but that makes it a bit bigger.,0.0817
"in der unmittelbarkeit des sieges gingen ihre ersten gedanken an williams, der einen nervenaufreibenden morgen damit verbrachte etwas mehr als sonst zu reden und damit versuchte, seine eigenen ängste zu verarbeiten.","in the president-in-office of the council, your first idea was to be put in the first idea of the end of the morning, which was a rather more than anything else, and so tried to restore its own fears on processing. is a","in the immediacy of victory their first thoughts were for williams, who had spent a nervy morning talking a little more than usual in an attempt to process his own anxieties.",0.0165
"stanning, die als hauptmann im royal artillery regiment in einem einsatz in afghanistan war, sagte ich war diese woche ein emotionales wrack. das ist vielleicht etwas extrem, aber es bedeutet so viel.","mr president, the mainmann in the royal free regime was in a operation in afghanistan, i said this week a emotion-friendly machine, which is perhaps something extremely extremist, but it means so much. is a great deal of this week.","stanning, a captain in the royal artillery regiment with a tour of afghanistan behind her, said ive been an emotional wreck this week, maybe thats a bit extreme, but it means such a lot.",0.0457
"es wiederholt nur, wieviel mir das bedeutet, wieviel ich und helen und auch robin gearbeitet haben.","it is only repeated, and i have worked on the ground, and also to work on the other. is a matter is a matter of the european union. is a matter of the european union, i have been working on the subject of the day., it is","it just reiterates how much this means to me, how much me and helen have worked and robin as well.",0.0109
es waren drei fantastische jahre mit helen und robin.,"there were three more fantastic years with hele and the president. is a european union, the commission has been a great deal of time. is a european union, the commission has been able to do so in the.",its been a fantastic three years back with helen and robin.,0.0141
"ohne robin wären wir niemand, daher geht ein massives danke an ihn. er ist der beste trainer der welt.","without the moment, we would not be a mass of him, and he is the best-off of the world. is the best one is the world. is a whole. is a great deal of the union.","without robin we would be nobody, so a massive thanks to him hes the best coach in the world.",0.0209
ich hätte mir keine bessere person zum trainieren oder einen besseren trainer wünschen können.,"i would not have had a better person to train or could wish better-to-date. is a better time is not a good thing. is a good thing. is a good thing, i would like to see the commission.","i couldnt have asked for a better person to train with, or a better coach.",0.1141
helena glover und heather stanning haben in den letzten fünf jahren kein rennen verloren.,lena glover and henine stfits have not lost pensions over the last five years. is a time in the past is a few years. is a matter of the european union. is a matter of fact.,helen glover and heather stanning havent lost a race in five years.,0.0177
"das paar hatte einen harten rhythmus, mit denen ihre gegner nicht mithalten konnten.","the few years have had a hard-to-date line with which their opponents were unable to keep. is a matter is a matter of fact, then they have had a hard-time debate. is a.",the pair set a punishing rhythm that their rivals could never match.,0.0074
"selbst in den letzten 500 metern, als die teams aus neuseeland und dänemark anfingen aufzuschließen, hatten stanning und glover zuviel in reserve.","even in the last 500 metres, when the teams from new zealand and denmark were beginning, stritten and glover in reserve. is a great deal of the commission is not going to be able to take place in a new.","even in the final 500 metres when the crews from new zealand and denmark began to close, stanning and glover had too much in reserve.",0.1514
wir waren sehr im moment gefangen.,we were at the moment. is then then case then we have been able to get the same. is a matter of the european union. is now.,we were very much in the moment.,0.0209
"helen rief bleib im prozess, bleib im prozess.","the elections called the process, the process of the process. is a time, then the process has been a process. is a matter of the european union. is a matter of time, the commission has been president.","helen was calling stay in the process, stay in the process.",0.015
"es ist wirklich wichtig, sich nicht mitreißen zu lassen.",it is really important to be left to be too few. is no longer happen the commission is not a matter of time. is a matter of the european union. is a real problem.,its really important not to get carried away.,0.0138
"wir hatten einen guten start und zur gleichen zeit waren wir nicht darauf aus, etwas tolles zu machen.",we had a good start and the same time we were not looking at making something more than a little. is a good is a good time. is a good time. is a matter of the commission.,we had a good start and at the same time we werent looking to do anything amazing.,0.1953
"wir wollten heute kein feuerwerk, wir wollten einfach ein gutes ergebnis erzielen, hinausgehen und das rennen gewinnen, was wir auch taten.","we did not want to see a fire-making project today, we simply wanted to achieve a good result, and we can gain the pension, which we also have deeds. is a matter","we werent looking for fireworks today, we were just looking to do a good row and to go out and win that race, which we did.",0.0243
"das paar wird sich für ein jahr eine auszeit nehmen, bevor es entscheidungen über seine zukunft treffen wird.","this will be a year before decisions on its future will be taken. is a few time, the commission will take a few time. is a matter of the european union, the commission will take a few time. is now.",the pair will take a year before deciding their futures.,0.0385
"glover muss nächste woche auf einer hochzeit erscheinen, ihrer eigenen mit dem tv-abenteurer steve backshall.","mr president, mr president, ladies and gentlemen, we must be a week of a day, to their own, with the tv-dendston stevensh. is a very very very long way.","glover has a wedding to attend next month, her own to television adventurer steve backshall.",0.0077
jetzt will sie einfach den moment genießen.,"now, it is simply going to enjoy the moment. is now then then case is now a matter of time. is a matter of the european union. is now.",for now she just wants to enjoy the moment.,0.0852
"ich wollte nicht sagen, dass das mein letztes rennen war.","i did not want to say that my last pension was. is a matter, i did not want to say that i have been a few words of the past. is a question.",i didnt want to say this was my last race.,0.0368
das hätte zuviel druck bedeutet.,"this would have been too much pressure. is then case thenn the commission is doing so. is a matter of the european union. is a matter of fact, it would have been too much pressure on the whole",that would have meant too much pressure.,0.0303
"in london dauerte es rund sechs monate, um zu begreifen, dass ich eine olympiasiegerin bin.","in london, it took around six months to understand that i am a olympic olympic olympic is a matter. is a matter of the european union. is a matter of fact a matter.",in london it took about six months to realise that i was an olympic champion.,0.0438
es war alles so neu für mich und ich war so gestresst.,"it was all so new for me and i was so sosent. is a time in the same time, i was so new. is a matter of the european union. is a.",it was all so new and i was so stressed.,0.1819
hier dauerte es ca. vier minuten.,"this was a period of four minutes. is a matter, then then may be a matter of time. is a matter of the european union, the commission has taken a few minutes of the european union..",here it took about four minutes.,0.0109
"das fühlt sich so viel besser an, sagte sie.","this is a great deal better, you said. is a matter, then then i would like to say that it is so much better. is a matter of fact, it is a good thing. is a.","this feels so much better, she said.",0.0137
31 jahre lang vorbildlich für klarheit gesorgt,"for a long time,31 has been exemplary for clarity. is a european union, the commission has been able to make a clear statement., the commission",setting a clear example for 31 years,0.0177
"der geschäftsführer des wasserzweckverbands veitensteingruppe, ruppert göller, geht in den ruhestand.","the water-based flow of water is in the absence of the v----lements force, rinson, is in the retirement. is a matter of the european union. is a matter of the european union.","the managing director of the veitensteingruppe water supply association, rupert göller, is retiring.",0.0155
der verband gilt als bayernweit vorbildlich.,"the association is a model that is a bavaria. is a one that is a model that is a model that is a matter of fact. is a european union. is a matter of fact, it is a good thing. is a.",the assocation sets an example for the entirety of bavaria.,0.0058
ein kleiner fränkischer trinkwasserzweckverband als vorbild für die großen wasserproduzenten.,a small-scale drinking water association as an example of large water producers. is a small small friend to a small friendly friendly water association. is a small and medium-sized entire water producer..,a small franconian drinking water supply association as a role-model for the large water producers.,0.0491
