source,prediction,reference,bleu
"die präfektur calais argumentierte, dass diese orte niedergerissen werden sollten, weil sie eine parallele wirtschaft darstellen würden, aus der keine steuern gezahlt werden würden und die ein feuer- und sanitätsrisiko bergen.","in the light of the calais argument that these places should be seen because they would be a parallel economy, which would not be","the calais prefects office argued the places should be demolished because they represented a parallel economy that did not pay tax, and because they carried fire and sanitation risks.",0.0565
"humanitäre gruppen teilten dem gericht mit, dass die geschäfte und restaurants wichtig seien, da die kostenlosen mahlzeiten, die von der staatlich unterstützten vereinigung und anderen gruppen angeboten werden, nicht genügend lebensmittel für die wachsenden zahlen im lager bieten würden.",it is important that we do not have sufficient food for the cost-free ones offered by the state associations and other groups.,"humanitarian groups had told the court the shops and restaurants were vital, saying the free meals offered by a state-backed association and other groups did not provide enough food for the growing numbers at the camp.",0.0356
"sie führten darüber hinaus aus, dass die provisorischen geschäfte und restaurants oft unterkunft und kostenlose mahlzeiten für leute in not bieten würden.","in addition, it led to the fact that the provisional business and restaurants often offer tension and free-free-free-free",they argued the makeshift shops and restaurants often provided shelter and free meals to those in need.,0.0661
"ein gericht in lille entschied, dass es keine rechtliche grundlage für die ausweisung von leuten gäbe, die die 72 provisorischen geschäfte betreiben, aber räumte ein, dass die bedenken der präfektur von calais absolut nachvollziehbar seien.","an court in the first decision was that there was no legal basis for the expulsion of people who are operating temporary transactions, but the concerns of the","a lille court ruled there was no legal basis for expelling the people running the 72 makeshift shops, but said the calais prefects concerns were totally understandable.",0.1996
"der richter jean-franois molla sagte, dass die lebensmittelgeschäfte, cafs und restaurants eine viel größere rolle spielen würden, als lediglich leute zu ernähren, die in extrem prekären bedingungen leben.","it was the judge of jean-fran molla that food transactions, the amendments, the national and restaurants would play a","the judge, jean-franois molla, said the groceries, cafes and restaurants played a much bigger role than simply feeding people that live in extremely precarious conditions.",0.0207
"er sagte, dass die bereiche ruhige treffpunkte zwischen flüchtlingen und freiwilligen bieten.",the previous speaker said that the areas of calmly-down between refugees and voluntary. is a,he said the spaces provided calm meeting points between refugees and volunteers.,0.0743
"eine der orte, der von dem niederreissen bedroht war, war das jungle book kids caf des lagers, das gemeinnnützig betrieben wird und 200 mahlzeiten am tag, englisch- und französischklassen sowie eine beratung zu asylsachen für die hunderte von schutzbedürftigen, unbegleiteten minderjährigen im lager bietet.","it was threatened by the jungle, the jungle of the past, which is being used to be a public and 200-ending","one of the places that had been under threat from demolition was the camps jungle book kids cafe which is run not-for-profit and provides 200 meals a day, english and french classes, and asylum advice for the hundreds of vulnerable unaccompanied minors in the camp.",0.011
"mehr als 170.000 menschen haben die petition unterzeichnet, um das kids caf zu wahren.","in addition to 170 000 people, the petition has signed to be true to maintain the amendment.","more than 170,000 people have signed a petition to protect the kids cafe.",0.0163
"in einem brief an den guardian hieß es, dass die schließung für diese kinder einer katastrophe wäre, von denen die jüngsten acht jahre alt sind.",one letter to the guardian said that the closure of these children would be a disaster that is the recent eight years old.,"a letter sent to the guardian said its closure would be a catastrophe for these children, some of whom are as young as eight.",0.1598
"die zwei hilfsorganisationen help refugees und lauberge des migrants schätzten am freitag, dass die zahl der im dschungellager lebenden auf über 9.000 leute angestiegen sei - der höchsten zahl bis jetzt - nach einer steilen zunahme von neuankömmlingen im laufe des sommers.","in the past, the european union has been over 9 000 people who have been over 9 000 people, which is now the highest number","two charities, help refugees and lauberge des migrants, on friday estimated that numbers in the jungle camp have risen to over 9,000 people - the highest ever - after a steep increase in arrivals during the summer.",0.0167
trotz olympia-enttäuschung: martin bleibt kämpferisch,"even though the past, mr martin remains a friendly disappointment.","despite olympic disappointment, martin keeps his fighting spirit",0.0211
trotz seines enttäuschenden auftritts im olympischen zeitfahren will sich radprofi tony martin nicht unterkriegen lassen.,"nevertheless, despite his disappointing news, mr martin is going to be not a matter of a moment ago in the olympic olympic process","despite his disappointing performance in the olympic time trial, cycling professional tony martin will keep his chin up.",0.0716
"ich behalte weiter die wm im blick, bleibe zuversichtlich und kämpfe weiter, schrieb der 31-jährige am donnerstag vor seiner abreise aus rio de janeiro bei facebook.","let me continue to look at the world cup, remain confident and fighting, the 31-year-old of his thursday, before rio","im going to keep the world championship in my sights, stay optimistic, and keep fighting, wrote the 31-year-old on facebook on thursday ahead of his journey home from rio.",0.0249
eine erklärung für seinen miserablen zwölften platz am zuckerhut hat er nicht.,he has not been a statement for his miserance in the sugar area. is no longer the same,he was unable to provide an explanation for his poor finish in 12th place on sugar loaf mountain.,0.0287
"mir fällt es ehrlich gesagt schwer, das zeitfahren von gestern zu kommentieren, meinte martin.","mr president, i was honest saying that the time procedure was made yesterday, martin. is a time. is","its honestly hard for me to comment on my time from yesterday, said martin.",0.0142
"er müsse in ruhe analysieren, welche gründe zum debakel geführt hätten.","then it has to be flexible, which is the reason for the debals. is",he said he needed to reflect and analyse the reasons behind the debacle.,0.0188
bei der zeitfahr-wm im oktober in katar wollte martin eigentlich um den titel mitkämpfen.,"during the period of time in katar in october martin, it was in fact a way of enforcing the title.",martin had wanted to compete for the title at the time trial world championship in qatar in october.,0.0144
"ich werde mir alles genau anschauen, was wir in der letzten zeit verändert haben.",all i will look carefully at what we have changed in recent times. is then then case the commission,im going to take a real look at everything weve changed recently.,0.0134
"dazu zählt auch meine position, schrieb der dreimalige zeitfahr-weltmeister, der am mittwoch auf den 54,5 km mehr als drei minuten auf olympiasieger fabian cancellara (schweiz) verloren hatte.","in this regard, my position was the three times-day world, which was lost on wednesday on 54.5 km more than three minutes on","this also includes my position, wrote the three-time time trial world champion, who had lost to olympic gold medallist fabian cancellara (switzerland) by more than three minutes over the course of the 54.5km race on wednesday.",0.0717
olympia: tennisprofi siegemund verpasst halbfinale,proympia: tennisfi is missed by half-to-a-a-a-a-a-a-a,olympics: tennis pro siegemund misses out on the semi-final,0
"der siegeszug von laura siegemund endete im viertelfinale von rio: die weltranglisten-32. aus metzingen verpasste durch ein 1:6, 1:6 gegen monica puig (puerto rico/wta-nr.",they were in the quarter of rio: the world-32 list was destroyed by 1.6: 16: 1.6: no6," in the rio quarter-final: ranked 32 in the world, the player from metzingen will definitely miss out on the semi-final of the olympic tennis tournament after losing 1:6, 1:6 against monic puig (puerto rico/wta no.",0.01
"siegemund, die von rückenproblemen geplagt wurde, konnte ihren aufschlag nur einmal durchbringen und wirkte im vergleich zu den vorherigen runden kraftlos.","their absence of the problems of back was killed was only able to withdraw their back back and, in comparison with the previous round","sigemund, who has been struggling with back problems, was only able to hold her serve once, and seemed powerless in comparison to earlier rounds.",0.1259
am donnerstag hatte noch medaillenhoffnung angelique kerber (kiel/nr. 2) die chance auf den sprung in die vorschlussrunde.,"in thursday, coin had even more than thursday, the opportunity to withdraw the round was made.","on thursday, potential medallist angelique kerber (kiel/no. 2) had the chance of making the semi-final.",0.0174
die australian-open-gewinnerin traf auf die britin johanna konta (nr. 10).,mrhardt-ope-ogin held the british continent (nr 10).,the winner of the australian open faced off against brit johanna konta (no. 10).,0.0145
als letzter deutscher tennisprofi hatte tommy haas 2000 in sydney eine medaille (silber) geholt.,"when german tennis, the last german tenhly written in haas 2000 in a coin (scury)","the last german tennis player to win was tommy haas, who took the silver medal in sydney in 2000.",0.0569
zwei deutsche dtb-starter im viertelfinale von sommerspielen hatte es zuletzt 1992 gegeben.,"i have had two german-b-hfin in the summer silence, in 1992.",the last time there were two german tennis players in the quarter-finals of the summer games was in 1992.,0.0334
noch nie stand ein deutsches duo in einem olympischen einzel-halbfinale.,there is never a german-cist in a olympic-one. is no longer ha happen the,there has never been a german-german olympic semi-final.,0.0188
konzern steigt bei start-up für live-videospielübertragungen ein,it is a rise in startingup to start-up for live-up.,company gets involved in start-up for live video game streaming,0.0494
"anderen leute beim spielen von videospielen zuzuschauen, ist ein riesentrend - davon will auch microsoft profitieren.","some people in the games of the field of the field of the field are too much, but they want microsoft to benefit from them.",watching other people play video games is a huge trend - and microsoft wants to profit from this too.,0.0113
"der technologiekonzern kauft das start-up beam, das sich auf dieses hobby spezialisiert hat.","it is the start-up-up-up, which has a high-quality. is a technology that is a start","the technology company has purchased start-up beam, which has specialised in this hobby.",0.0332
"wie viel geld für die übernahme fließt, teilte microsoft am donnerstag nicht mit.",the money for the vote did not have been made on thursday. is a great deal is going on,on thursday microsoft did not announce how much many had been spent on the takeover.,0.0283
beam ging mit seinem angebot erst im januar an den start und hat bereits mehr als 100.000 nutzer.,it was only in january that he was in the start and has already been more than 100000 users. is a,"beam launched its programme in january, and already has more than 100,000 users.",0.0264
"sie können anderen beim spielen zuschauen, aber auch selbst eingreifen.","these can take other things in the games, but also even intervention. is a matter is","they can watch other people play, and also get involved themselves.",0.0162
zum beispiel können sie den spielern missionen aufgeben und feinde gegenüberstellen sowie ausrüstungsgegenstände bereitstellen.,"on example, you can give the players to the players and enemies and to re-establishment of equipment.","for example, they can give players missions to complete and confront enemies, and provide equipment.",0.0344
der spieleriese activision blizzard startet einen neuen hd-videodienst für die boomende welt des e-sports.,it is a new-up-in-office of the world for the e-deavours of the e-deavours.,games giant activision blizzard is launching a new hd video service for the booming world of e-sports.,0.0318
auf dem weg zum globalen medienereignis soll facebook helfen.,"in the way of the global media, it is to help the end of the day. is a matter is",facebook is to help on the path to making them global media events.,0.0542
die werbeindustrie horcht bereits auf.,anyone who is already in the face of the anti-legalist. is a matter is a matter of the,the advertising industry has already pricked up its ears.,0.0128
"die mitarbeiter des start-ups, das seinen sitz bisher in seattle im us-bundesstaat washington hat, ziehen zum microsoft hauptsitz im kalifornischen redmond um, wie beam-mitgründer und -chef matt salsamendi mitteilte.","as a result, the staff of the start-ups, which has been held in seattle in the us federal state, are going to be","the start-ups employees, who were previously based in seattle in the us state of washington, will now move to microsofts headquarters in californias redmond, beams co-founder and ceo matt salsamendi reported.",0.1224
für die kunden soll sich demnach durch die übernahme nichts ändern.,that is why the customers should not change by takingovers. is no longer happens then,the takeover will not change anything for customers.,0.0309
beam wird laut microsoft in die videospielabteilung rund um die xbox-konsole integriert.,it is integrated in microsoft under the presentation of the presidency of the european union. is a,"according to microsoft, beam will be integrated into the video games department that is linked to the xbox console.",0.0145
der markt des live-streamings von videospielaktivitäten wächst derzeit rasant.,"in fact, the market of the live of the european union is growing rapidly. is now a situation in the world of the market",the market for live-streaming video games is currently growing rapidly.,0.025
bekannte plattformen sind twitch und youtube gaming.,"the plunder platforms are twallen and the first. is a m moment, the european union",well-known platforms include twitch and youtube gaming.,0.0157
twitch war im jahr 2014 vom onlinehändler amazon gekauft wurden - für fast eine milliarde dollar.,"as a year of 2014, the online traffickers was bought, almost a billion dollars. is a year, the european union",in 2014 twitch was purchased by online retailer amazon - for almost one billion dollars.,0.0256
youtube gaming gehört zur google-mutter alphabet.,"men, the end of the year is part of the amendment of the amendment of the european union",youtube gaming is owned by googles parent company alphabet.,0.0108
hier kommt der enforcement trailer,"in this respect, enforcement is the enforcement of",here comes the enforcement trailer,0.0587
"deutschlands raser müssen sich auf die nächste generation geschwindigkeitsmesser einstellen: in verschiedenen bundesländern, unter anderem in hessen und brandenburg, werden neue blitzgeräte getestet, die temposünder besonders effektiv überführen sollen.","it is important to draw up the next generation-speed accounts: in various federal countries, including in the present and theburg","germanys speeders will have to get used to the new generation of speedometers: in various federal states, including hesse and brandenburg, new speed cameras are being trialled, which are supposed to be particularly effective at catching those who drive too fast.",0.0206
"die futuristisch wirkenden enforcement trailer der firma vitronic aus wiesbaden können zum beispiel an unfallschwerpunkten eingesetzt werden, wo es für eine mobile messung durch die polizei zu gefährlich wäre.","in the eforcement of the vital group of the european union, we can use the general presidency, for","the futuristic-looking enforcement trailer made by vitronic, a company form wiesbaden, could be used at accident blackspots, for example, where it is too dangerous for the police to go.",0.0077
"beispielsweise an autobahn-baustellen oder zu sanierenden brücken mit vorübergehendem tempolimit gibt es oft keine nötige infrastruktur, um dort mit einem stationären blitzer für die einhaltung der geschwindigkeitsbegrenzung zu sorgen.","thus, for example, we have no necessary infrastructure to ensure motorway production or to re-establish the speed-up bridge with temporary","for example, roadworks on a motorway, or a bridge that is due to be repaired, and therefore has a temporary speed limit often lack the infrastructure to support a fixed speed camera to ensure that speed limits are being adhered to.",0.014
ein dauerhafter mobiler aufbau kann aber zu gefährlich oder aufwendig sein.,"it is possible to build a lasting global construction, but it can be too dangerous or appropriate. is a matter",it can also be too dangerous or expensive to keep assembling and unassembling the speed camera at these points.,0.1481
"der enforcement trailer ist autark: sein akku hält bei ununterbrochenem messbetrieb fünf tage, die falldaten werden verschlüsselt über ein modem übertragen.","in eforccement, it is autark: his own-up is a more unwarranted sending five days,","the enforcement trailer is autonomous: its battery lasts for five days of continuous measurement, and data is transferred in encrypted form via a modem.",0.0105
mit laser-messtechnik können zudem alle fahrzeuge über mehrere spuren hinweg gleichzeitig erfasst werden.,the engine technology can also be covered by all vehicles over several times at the same time. is,"thanks to laser measuring technology, all vehicles across several lanes can be tracked at the same time.",0.1769
"variable geschwindigkeitsbegrenzungen sowie durchfahrtsverbote nach uhrzeit, fahrstreifen und fahrzeugklasse lassen sich ebenfalls überwachen.","we also have a speed-up and by the bans on the road, re-establishing and car class classes. is","variable speed limits and driving bans based on time, lane or vehicle type can also be monitored.",0.0153
im hochgefahrenen zustand bewegen kann man den anhänger laut hersteller mit jedem auto mit anhängerkupplung.,"it is possible to move through the high level of state, according to manufacturers with every car, to buy their homes.","when powered up, the manufacturer says that any car with a trailer coupling can move the trailer.",0.012
"damit er nicht einfach geklaut wird, ist er im messbetrieb abgesenkt, so dass die räder in der gepanzerten und übrigens auch schusssicheren außenhülle verschwinden.","in this way, it is not simply reported, it is in the way that the un-friendly and, moreover, then","to prevent it from simply being stolen, it sinks down when measuring, making its wheels disappear into the armoured, bullet-proof exterior.",0.013
außerdem soll eine eingebaute alarmanlage den blitzer vor vandalismus schützen.,"moreover, a re-emarman is to protect the blils of v scandal. is a matter is a matter","in addition, the speed cameras in-built alarm system is designed to protect it from vandalism.",0.0289
seit 2015 wird der trailer nach angaben von vitronic in verschiedenen bundesländern getestet und mittlerweile auch eingesetzt.,"for 2015, the presentation of the council of the european union has been tested by the council of vital people in various federal countries","since 2015, according to vitronic, the trailer has been tested in various federal states and is now also used in them.",0.0708
"auch ausländische behörden blitzen mit der neuen technik: jüngst hat frankreich 100 stück nachgeordert, nach einer bestellung von 150 stück im vergangenen jahr.","a few days ago, foreign authorities have been a few years ago, france has been paying 100 100 to a single-year-old","foreign authorities are also using the new technology for speed cameras: recently france ordered 100 of them, after ordering 150 the year before.",0.0209
"großbritannien holt silber im 7-er rugby, nachdem fiji masterclass gold holt","great britain is a long time in 7-er, after master fiji gold",britain settle for silver in rugby sevens after fiji masterclass sees them take gold,0.0216
"die beeindruckende leistung großbritanniens beim 7-er rugby kam im finale am donnerstag abend zu einem abrupten halt bei der letzten hürde in form der fijis, als sie mit einem ergebnis von 43-7 im deodoro stadium hier in rio geschlagen wurden."," the uk s endorsed the 7---finding in the thursday evening on thursday, the last obstacle to the fij",great britains impressive run in the rugby 7s was brought to a crashing halt at the final hurdle by fiji in the final on thursday night when they were comprehensively beaten 43-7 at the deodoro stadium here in rio.,0.0101
"fiji erteilte eine meisterklasse im handling, side-stepping, nachrücken, linienlauf und roher kraft, um gold zu gewinnen - ihre erste olympiamedaille jeglicher farbe.","fff-in-office, a class in the handling, side-tioned, is a race and roher force to win gold","fiji gave a masterclass in handling, off-loading, side-stepping, support play, running lines and brute strength to win gold - their first olympic medal of any colour.",0.0403
"die niederlage wurde durch den nicht allzu schlechten trostpreis der silbermedaille versüßt - großbritanniens vierte an diesem tag - und sie konnten auf ihre bemühungen in diesem turnier durchaus stolz sein, in dem sie neuseeland, argentinien und südafrika schlugen.",this failure was not too bad by the poor price of the enthusiasm - the united kingdom - and it was very proud of,"defeat came with the non-too shabby consolation of silver - britains third of the day - and they could be proud of their efforts in the inaugural olympic 7s tournament in which they beat new zealand, argentina and south africa along the way.",0.0145
"die deutliche niederlage der boks, 7-5 im halbfinale am selben tag könnte auf sie im finale zurückfallen.","this clear defeat of b, 7-5 in the same day could be returned to the day. is a","the bruising beating of the boks, 7-5 in the semi-final earlier in the day, may have come back to bite them in the final.",0.0456
aber unabhängig davon hätte fiji bei dieser form ein 15-mann-team in bestform geschlagen.,"yet, whatever this form, a 15-mann team would have been set up in the form. is","but, regardless, fiji on this form would have beaten a fit as a fiddle 15-man team.",0.0309
"es könnte für gb ein trost sein - aber wird es wahrscheinlich nicht - dass zumindest ein brite morgen eine goldmedaille um seinen hals hängen haben wird: fijis cheftrainer ben ryan, der ehemalige chef für england aus wimbledon.",the fact that it could be a complacency - but it will probably not be - that a british was a gold-hul to,"it may be some consolation to gb - but probably not - that at least one briton will have a gold medal around his neck tomorrow: fijis head coach is ben ryan, the former england boss from wimbledon.",0.0188
gb hatte einen schwierigen weg hinter sich.,"it was a difficult way behind it. is then then case is a matter of fact, it was",it has been some journey for gb.,0.0108
vor acht jahren verloren sie unter ryan jedes spiel bei den adelaide sevens.,three years ago they lost every game in the adelaidenve. is a matter is a question of,"eight years ago, under ryan, they lost every game at the adelaide sevens.",0.1584
hier verloren sie nur eins.,"it is only one thing that is lost. is no longer, then the commission is not","here, they lost just one.",0
"diese schlappe wird wehtun, aber der fortschritt ist erstaunlich.","that is a bad thing, but progress is astonishing. is a m moment is",this hammering will hurt but the progress is startling.,0.0334
fiji begann wundervoll und ließ die angriffe gbs aus spass abprallen.,"in the past, the attacks of gbs were killed. is then thennn the","fiji started magnificently, bouncing off gb tackles for fun.",0
"es fühlte sich für den kapitän tom mitchell an und co. an, als würde man in fahrende busse laufen. die world series-gewinner gingen 5-0 nach oben, als osea kolinisau in der ecke rüberhechtete.","we felt that thens of the world series was 5-0 after on, when ocen, the o-n-n",it was like running into a series of moving buses for captain tom mitchell and co and the world series champions went 5-0 up when osea kolinisau dived over in the corner.,0.0286
"mit noch vier minuten spielzeit fügte jerry tuwai noch einen weiteren angriff aus der rechten ecke aus, den er umwandelte.","with four minutes of game, there are still another attack on the rights of the same country. is then the","with four minutes on the clock jerry tuwai added another down the right wing, which was converted.",0.0652
12-0 und gb hat kaum den ball angefasst.," 12-0 and now, has hardly been the ball. is a great one is a matter",12-0 and gb had hardly touched the ball.,0.0418
"ein hevorragender tackle von mitchell stoppte den berg von mann leone nakarawa ein drittes tor zu erzielen, aber es hat fiji nur aufgehalten.","anotherother dimension of mitchell was to reach the mountain of mann leone, but it has only been kept in fiji.",a superb mitchell tackle stopped the man-mountain leone nakarawa from scoring a third but it was only delaying fiji.,0.0279
in der siebten minute lete jasa veremalua in der rechten ecke einen touchdown hin und es stand 0-17 für gb.,"a comment on the rights of the seven minutes leten jemalua in the seventh minute, and it",on seven minutes jasa veremalua touched down in the right corner and gb were 17-0 to the bad.,0.0373
nakarawa fügte einen neuen seit dem wiederanpfiff hinzu und es gab noch immer über eine minute spielzeit ... in der ersten hälfte.,"in the first half of the day, a new old old has been added and there has still been a minute time...",nakarawa added another from the restart and there was still over a minute on the clock... in the first half.,0.0691
"vatemo ravouvou preschte durch weitere schwache tacklings des gb teams und stürmte bis zur linie, um ein tor zu machen.",those nosatemo ravouvo preschtenu are by further weak note of the treaty and the closure of the teams to make,vatemo ravouvou then burst through some more limp gb tackling and stormed to the line to score.,0.0127
die umwandlung brachte ein 29-0 bis zur pause.,this transformation was a 29-0 to the break. is a change in the european union.,the conversion made it 29-0 at the break.,0.0332
"es ist so, als wäre fiji dazu geboren wurde, die 7 zu spielen, während gb noch immer dazulernt.","the fact is that it was born in fiji to play 7, while there are still a number of time.","it was as if fiji had been born to play 7s, while gb are still learning the trade.",0.0401
"gb führte grundlegende änderungen zur halbzeit durch und schloss die fijianische lücke...für ganze vier minuten, was für die verhältnisse der ersten halbzeit gut war, bis josua tuisova nach einem brillianten zwischenplay von fiji durchlief.","it was a very important change to the mid-term and the fijian gap... for all four minutes, which was good for the first","gb made wholesale changes at half-time and they plugged the fijian dam...for all of four minutes, which by first-half standards was good, until josua tuisova went over after some brilliant fijian interplay.",0.0392
"dan norton startete einen versuch für gb, machte einen touchdown in der linken ecke für ein 36-7, aber das spiel verlief schon lange zugunsten der südseeinsulaner, dessen fans sangen, fahnen schwenkten und tanzten auf der tribüne."," the european parliament has been a attempt to make a reference to the left for a 36-7, but the","dan norton grabbed a try for gb, touching down in the left corner to make it 36-7 but the game was long gone the way of the south sea islanders whose fans sang, waved flags and danced in the stands.",0.0137
es war nicht schwer den spielerischen ansatz fijis zu bewundern.,this was not difficult to thank the players s approach to fijis. is a matter is a matter of great pleasure,it was hard not to admire fijis whole joyful approach.,0.012
mata viliame setzte das i-tüpfelchen mit einem weiteren versuch in den letzten sekunden.,a single-class parliament was the i-tttttled with another attempt to make over the last seconds.,mata viliame iced the fijian cake that didnt need icing with another try in the dying moments.,0.0291
"der pfiff ertönte, die fijis umarmten sich und gb kickte vernichtend geschlagen in den rasen.","as a result, fijis was a bomb and then, then, the fijis, was a murder of the rase","the whistle went, the fijians embraced and gb hit the turf, thoroughly beaten.",0.0142
früher an dem tage hatte fiji japan im halbfinale mit 20-5 besiegt und großbritannien drängte südafrika in einem knappen halbfinalmatch aus dem rennen - großbritanniens umwandlung der differenz.,"the days in the day japan was half-fin-ale with 20-5, and britain, in a short-term half-term half","earlier in the day, fiji had beaten japan 20-5 in their semi-final and gb edged south africa in a tight semi-final of one try each - britains conversion the difference.",0.0184
"kyle brown brachte die boks in der ersten hälfte nach vorne, aber dan norton durchbrach die linie mit einer beeindruckenden fußarbeit und erzielte ein tor unter den posten in der zweiten hälfte.","cyl brown, the b really was in the first half, but danon, through the line of a impressive foot and a short-term",kyle brown put the boks ahead in the first half but dan norton with some dazzling footwork broke the line and scored under the posts in the second half.,0.0442
"ein brilliantes spätes tackling von marcus watson, dem bruder von anthony des englischen 15-aside teams, sicherte den gewinn - und damit die silbermedaille.","an brilliant screening of mr watson, who is a brother of the english 15-aside teams, certainly the profit - and thus","a brilliant late tackle from marcus watson, brother of englands 15-aside team, anthony, secured the win - and ultimately the silver medal.",0.0328
helen glover und heather stanning durch kampf mit dem krebs des trainers zum rudersieg inspiriert,even though mr glover and hendedededeineine training by combating cancer of the single-hhders,helen glover and heather stanning inspired to rowing victory by coachs cancer battle,0.0391
es wird kein emotinaleres gold als bei diesen spielen geben und das will was heißen.,it will not be a emotin gold than in these games and what is going to say. is no matter,"there will not be a more emotive gold at these games, and that is saying something.",0.1425
"vom ersten ruderschlag bis zum letzten, 220 harte hieve, die in die geschichte eingehen, helen glover und heather stanning fanden eine zusätzliche bedeutung in ihrem goldenem moment am estacio da lagoa.","on the first hand, the last, ca hgotgotiable, tough hgotgotiable, who came into history, henver","from the first stroke to the last, 220 punishing heaves into history, helen glover and heather stanning found added meaning in their golden moment at the estacio da lagoa.",0.019
"auch wenn es nur die beiden waren, die am ruder saßen, gab es drei stimmen im boot. das echo des trainers robin williams, war allanwesend als sie zum zweiten olympiagold im zweier ohne steuerfrau in folge ruderten, die ersten frauen in der geschichte des britischen sports, die einen solchen maßstab legten.","the commission has been voting on the two votes in the boat, which was the first women in the uk sport history, who","though they were the two pulling on the oars, there were three voices in that boat, the echo of coach robin williams ever present as they powered to a second successive olympic gold in the womens pairs, the first females in the annals of british sport to scale such a height.",0.0121
"ihre dominanz war absolut, immerhin ihr 39.ter ungeschlagener einsatz, der ebenfalls beispiellos ist.","your dominant behaviour was absolutely, at least she has been in its 39. is also unprecedee. is","their dominance was absolute, after all this was their 39th outing unbeaten, again unprecedented.",0.0115
"was wir sehen sind zwei brilliante athletinnen, die über die oberfläche mit der eleganz von schwänen gleiten, was nicht die art des triumphes zu gänze widerspiegelt.","we see two-euro-tsts, which are the surface of the surface, which is not the kind of triumph. is","what we see, two brilliant athletes skating over the surface with the elegance of swans, does not wholly reflect the nature of the triumph.",0.0284
"hinter jedem gold im rudern steckt ein bataillon an willigen helfern, die zu den inkrementellen fortschritten beitragen, die den unterschied ausmachen und es war niemand behilflicher als der trainer, der vor 30 monaten nicht wusste, ob er diesen tag überhaupt überleben würde, als bei ihm krebs diagnostiziert wurde.",the commission has not been able to contribute to the progress made in the way of the differences and it was no one who,"ind every rowing gold is a battalion of willing hands contributing the incremental gains that make the difference, and no hands were more instrumental than those of a coach who 30 months ago did not know whether he would live to see this day when diagnosed with cancer.",0.0049
"wie er sagte, er was riskant.","it said what he has been risk. is no one else else else, is a","as he said, it was touch and go.",0.0157
"ich hatte blasenkrebs, der operierbar ist und das taten sie.","it was my blase cancer, which is operating and is what they have.",i had bladder cancer which is one of the things they can operate on and they did.,0.0287
"wenn sie das nicht tun, breitet er sich überall aus.","when you do not do this, it is a wide-ranging one. is a whole",if they dont it goes everywhere.,0.0143
es wäre ein ziemlich schlimme situation gewesen.,this would have been a rather-off situation. is a situation that is not a matter,it would have been a pretty bad situation.,0.174
es verändert ein wenig den ausblick.,it is a little change in the direction. is no longer is a matter of the european union,it alters your outlook a bit.,0.0128
williams wurde im dezember 2013 diagnostiziert.,doesams were a very good thing in december 2013. is a one that is,williams was diagnosed in december 2013.,0.0707
"das trio hatte glück, dass er seien behandlung anfang 2014, außerhalb der saison, beginnen konnte, was die unterbrechung auf ein minimum hielt, falls das unter solchen umständen überhaupt der richtige begriff ist.","it was fortunate that he had been able to start treatment from 2014, outside the seasonal, which was the result of a minimum","the trio were fortunate that he was able to begin his treatment at the start of 2014 out of season, keeping the disruption to a minimum, if that is ever the right expression in circumstances such as these.",0.0334
"ich benötigte geld, daher musste es mir bald wieder besser gehen.","it was my need for money, so i had to go better. is the",i needed to get paid so i had to get better quickly.,0.1778
"ich war im krankenhaus und lief auf der station herum - 20 fuß, 30 fuß, 50 fuß zu einer zeit, als sie sagten, dass einige schritte genügen würden.","in the hospital and i was on the station - 20, 30, 30, 50, a time when you said that some steps would","i was in hospital and i was walking around the ward - 20ft, 30ft 50ft at a time when they were saying a few steps is enough.",0.1403
"das rudern an sich ist schon eine herausforderung, aber das macht es zu einer noch größeren.","this is a challenge, but it is a greater factor. is a matter is a major problem",rowing in itself is a journey but that makes it a bit bigger.,0.0306
"in der unmittelbarkeit des sieges gingen ihre ersten gedanken an williams, der einen nervenaufreibenden morgen damit verbrachte etwas mehr als sonst zu reden und damit versuchte, seine eigenen ängste zu verarbeiten.","the first idea of the commission was to speak in the first idea of the presentation of the first idea of the people who,","in the immediacy of victory their first thoughts were for williams, who had spent a nervy morning talking a little more than usual in an attempt to process his own anxieties.",0.0157
"stanning, die als hauptmann im royal artillery regiment in einem einsatz in afghanistan war, sagte ich war diese woche ein emotionales wrack. das ist vielleicht etwas extrem, aber es bedeutet so viel.","the mainmann in the royal free regime was in a operation in afghanistan, i said this week a emotion-friendly machine,","stanning, a captain in the royal artillery regiment with a tour of afghanistan behind her, said ive been an emotional wreck this week, maybe thats a bit extreme, but it means such a lot.",0.0293
"es wiederholt nur, wieviel mir das bedeutet, wieviel ich und helen und auch robin gearbeitet haben.","i have just repeatedly worked on this, and i have worked on the time and also to work. is a matter is","it just reiterates how much this means to me, how much me and helen have worked and robin as well.",0.0242
es waren drei fantastische jahre mit helen und robin.,they were three more fantastic years with hele and the president. is a one,its been a fantastic three years back with helen and robin.,0.0224
"ohne robin wären wir niemand, daher geht ein massives danke an ihn. er ist der beste trainer der welt.","we would not be no one, therefore, thank him for a mass, and it is the best-off of the world.","without robin we would be nobody, so a massive thanks to him hes the best coach in the world.",0.0342
ich hätte mir keine bessere person zum trainieren oder einen besseren trainer wünschen können.,it would have not been better to train or could wish better-to-date. is no longer the,"i couldnt have asked for a better person to train with, or a better coach.",0.0327
helena glover und heather stanning haben in den letzten fünf jahren kein rennen verloren.,ending glover and henine stfits have not lost pensions over the last five years.,helen glover and heather stanning havent lost a race in five years.,0.0452
