source,prediction,reference,bleu
"dann kam das jahr 2012, in dem für sie und ihr team alles schiefging.","then 2012 was the year, in which you and your team were all wrong.","then came 2012, when nothing much went right for her and her teammates.",0.017
"im darauffolgenden jahr wurde craig parnham, ein engländer, trainer des nationalteams und damit begannen sich die dinge zum besseren zu wenden.","in the course of the year, i was a very powerful country, the national teams and therefore committed things to better.","the next year, craig parnham, an englishman, was named the coach, and things began to change.",0.0149
"ein kulturwechsel, ein mentaler wechsel und ein körperlicher wechsel, sagte bam.","a change of culture, a human change and a body, said africa. is a culture","a cultural change, a mental change, a physical change, bam said.",0.0174
"wir hatten nicht das arbeitspensum in london, das wir jetzt haben.","we did not have the labour sector in london, which we have now.",we didnt have the work rate in london that we have now.,0.1052
wir haben das ruder komplett herumreißen können.,we can completely go down. is then then case is a single,weve made a complete turnaround.,0.017
am donnerstagabend eröffnete bam den torreigen in der ersten hälfte des spiels mit einem rückhandschlag aus dem nahbereich.,"on thursday evening, i would like to say that the first half of the game was a back-up.","on thursday night, bam opened the scoring in the first half with a backhand shot from close in.",0.0731
"indien war ohne sieg im turnier in das spiel gegangen, aber das team zeigte sich überraschend zäh und hielt den spielstand von 1-0 bis in das dritte viertel, bis bam das spiel in ihre hände nahm.","india was not victory in the first place, but the team was surprised and was the game of 1-0 to the","india had come into the game without a victory in the tournament, but the team proved surprisingly tough and kept the score 1-0 until late in the third period, when bam took charge.",0.054
"sie vollführte einen sprint mit dem flachen ball über die linke flanke, zog dann in die mitte und lupfte den ball in das tor um den amerikanerinnen eine 2-0 führung zu verschaffen.","it was a very clear one of the left-wing ball, then the ball was then to give the ball","she made a long run with the ball down the left side of the field, then curled into the middle and whipped the ball into the goal to give the americans a 2-0 lead.",0.0389
melissa gonzalez machte das finale tor in der mitte des letzten viertels.,"mr president, then, then, in the middle of the last quarter, then, then, was then the time.",melissa gonzalez added the final goal midway through the fourth period.,0.0137
"der shutout war der erste des ganzen turniers für die torhüterin der usa, jackie briggs, die bisher jeweils ein tor in jedem der vorherigen spiele verbuchen musste.","the first of the whole of the united states was the us, really really really really really really really, who had to be a long-term smoking in every","the shutout was the first of the tournament for the united states goalie, jackie briggs, who had allowed one goal in each of the first three victories.",0.1587
"wir sind in einer guten position sagte parnham, aber wie gut wird vom ergebnis des nächsten spiels am samstag abhängen.","we have said in a good position, but how good the outcome of the next game will depend on saturday. is a good thing","were in a good place right now, parnham said, but just how good it is will depend on the result of saturdays game.",0.0828
"inmitten der rage der olympischen spiele, das zen des trampolins","in the middle of the olympic games, the centre of trampins","amid the fury of the olympics, the zen of the trampoline",0.0501
"wo immer sie auch sind, wie spät es auch ist, es sind die olympischen spiele.","where they are, as is late, the olympic games are. is then case thennn the olympic games are.","wherever you are, whatever time it is, it is the olympics.",0.0142
"die veranstaltungen in rio de janeiro fühlen sich beständig und unausweichlich an, ein rasender staffellauf zwischen wettbewerb und streben.",the events in rio deners feel more effectively and inevitably feel a raseans who are going to be a competition and rigorous. is,"the events in rio de janeiro feel constant and inescapable, a furious relay of competition and striving.",0.1357
"es ist, als wäre die olympische fackel selbst ein brennender stab, der vom armbrustschützen zum schwimmer zum turner zum triathleten gereicht wird.","it is, as if the olympic olympicry itself would be a brenderans who will benefit from the poor to the turath.","it is as if the olympic torch itself were a flaming baton, passed from archer to swimmer to gymnast to triathlete.",0.1392
"sie können nicht den fernseher einschalten, eine zeitung lesen oder beim gespräch ihres nachbarn in der warteschlange im coffeshop zuhören, ohne über simone biles, katie ledecky oder dem streit zwischen michael phelps und chad le clos zu hören.","they cannot stop the foot-up of the day, to read a newspaper or to listen to your neighbours in the sense of the conferen","you cant turn on a television, read a newspaper or listen in on your neighbors conversation in a coffee-shop line without hearing about simone biles, katie ledecky or the feud between michael phelps and chad le clos.",0.0681
und dann gibt es noch logan dooley.,and then there are still no dooley. is then then i am sure you will do this,and then there is logan dooley.,0.0647
"dooley, der zum ersten mal bei den olympischen spielen dabei und ein frauenschwarm mit grübchen ist, hätte durchaus unter diesen bekannten namen sein können, die zur prime time gesendet werden, aufgebaut durch sponsoren und wohlfühl-tv-werbung, wenn er ein schwimmer, turner oder sogar fechter wäre.","the european union, which is a very good thing, could have been a well-known name that is being used to the prime time, built through the"," first-time olympian and a dimpled heartthrob in the making, may well be among those household names being showcased in prime time, buoyed by sponsorships and feel-good tv commercials, if he were a swimmer, a gymnast or even a fencer.",0.0123
"aber dooley, 28, aus lake forest, kalifornien, kämpft im olympischen trampolinturnen um gold.","however, dooley, 28, 39 forest, mr president, is fighting for gold in the olympic traylint. is a","but mr. dooley, 28, of lake forest, calif., is competing for the gold in olympic trampoline.",0.0421
die olympische flamme beleuchtet nicht jedes ereignis gleich.,the olympic flics does not reflect any event. is a matter is a matter of the european union.,the olympic flame does not illuminate each event equally.,0.0323
"weiter vom zentrum, teilweise im schatten befinden sich die sportarten, die nicht allgemein anerkannt sind: luftpistolenschießen, bogenschießen, badminton, taekwondo.","furthermore, the centre, partly in the shadow, sport is not recognised in general: air passenger monopolies, badmin","further from the center, partly in shadow, are those sports not universally acknowledged: air-pistol shooting, archery, badminton, taekwondo.",0.0288
wir werden immer das brustschwimmen haben und möge es lange herrschen.,we will always have the breast votes and may have long. is a long time.,"we will always have the breaststroke, and long may it reign.",0.2767
"aber wenn ich bescheidenerweise argumente für meinen bestimmten liebling machen dürfte, dann lassen sie mich die aufmerksamkeit auf den diskreten charme des trampolins lenken.","but if i should be modest arguments for my particular-to-date, i would like to draw attention to the absen","but if i may make a modest case for my particular favorite, let me call attention to the discreet charm of the trampoline.",0.0803
"obwohl das trampolinspringen bereits seit 2000 ein olympisches ereignis ist, als es in sydney sein debüt hatte, wurde es die letzten 16 jahre so spärlich wahrgenommen, dass viele die, ich befragt hatte, nicht wussten, dass es überhaupt eine olympiasportart ist.","the fact that the last 16 years, the last 16 years, has been so splendid that many who i asked, were not surprised that it","though trampoline has been an olympic event since 2000, when it debuted at the sydney games, it has spent the intervening 16 years so barely acknowledged that many i surveyed did not realize it was an olympic sport at all.",0.016
das könnte auch regionale ignoranz sein.,this could also be regional ignore. is a matter is a matter of the european union. is,this may be a regional ignorance.,0.0163
"obwohl die usa athleten zum wettkampf schickte, hat es noch nie eine medaille im trampolinspringen gewonnen und bis 2012 einen athleten gehabt, der es bis zur endrunde geschafft hat.","although the united states sentenced to the detriment, it has never won a coin in the tramp and had a high-off of","despite sending athletes to compete, the united states has never won a medal in trampoline and did not have an athlete advance to the finals until 2012.",0.146
"die chinesen und die russen neigen dazu, sich die preise für die männer und die chinesen und die kanadier die für die frauen zu teilen.",the chinese and the russians are giving rise to the prices for men and the chinese and canadianians share the percentage of women.,"the chinese and the russians tend to split the prizes for the men, and the chinese and the canadians for the women.",0.2884
dong dong aus china und rosie maclennan aus kanada werden dieses jahr ihre goldmedaille aus london verteidigen.,"dong, china and roden maclean from canada will defend its gold-hcending from london this year.",dong dong of china and rosie maclennan of canada will be defending their london gold medals this year.,0.0412
"das trampolinspringen hat einen gewissen außenseitercharme, teilweise weil es für das unaufgeklärte ohr passender für eine clownsschule als die für die olympischen spiele klingt.","the traeyin-office has a certain foreign policy, partly because it sounds in the end of the intention of a clownam-s","but there is an underdog charm to trampoline, in part because it sounds, to the unenlightened ear, fitter for clown college than the olympics.",0.021
"an dieser stelle sollte ich zugeben, dass ich kein experte, sondern nur ein erdgebundener enthusiast bin.","i should admit that i am not a expert, but just a general enthusiasm. is a single","here i should confess that i am no expert, just an earthbound enthusiast.",0.0779
"es hat humoristisches potenzial - das kartoonhafte zittern seines nie zu enden wollendem aufpralls - aber auch die grazie des turnens und tauchens, die zwei sportarten, die es im wesentlichen vereint.","it has a real potential - the president-in-office of the council, mroon, never want to end his desire to","it does have comic potential - the cartoon quaver of its never-ending bounce - but also the grace of gymnastics and diving, the two sports it essentially combines.",0.0373
"das wort trampolin stammt von dem spanischen el trampolin, was so viel bedeutet wie sprungbrett.","the word tramp comes from the spanish el traken, which means as much as a leap-up.","the word trampoline derives from the spanish el trampoln, meaning diving board.",0.1821
"aufstrebende sieger springen auf einem gigantischen trampolin, schießen fast bis zu 30 fuß in die luft und müssen eine reihe an fallenden bewegungen (drehen, hechten und saltos), bevor sie auf den füßen landen.","the european union has been a very strong and unqualified, almost 30-year-old movements, and then we have to have a","aspiring champions jump on a giant trampoline, shooting up to nearly 30 feet in the air, and are called upon to perform a series of tumbling moves (twists, pikes and somersaults) before eventually landing on their feet.",0.0064
"sie werden laut offiziellem olympiaprogramm nach ausführung, schwierigkeitsgrad und flugzeit bewertet.","they are assessed according to official olympic olympicity, in the way of implementation, the level of the air. is a","they are judged on execution, difficulty and flight time, according to the official olympic program.",0.0367
"zweiundreißig athleten aus 17 ländern, 16 männer und 16 frauen, werden in rio gegeneinander antreten.","two-three-year-old, 16 men and 16 women, will be in rio against each other.","thirty-two athletes from 17 countries, 16 men and 16 women, will compete in rio.",0.3662
der gemeinsamste olympische vektor ist geradeaus.,the most un-dean venian venian is a matter of course. is a single single single single single,the most common olympic vector is straight ahead.,0.0269
"medaillenhoffende müssen in ihrem streben nach gold weiter, schneller, nach oben und drüber gehen, manchmal bis zum ziel, manchmal hin und zurück, nach oben und nach unten auf dem spielplatz.","ending then, then, then, then, then, we must continue to go more quickly, more quickly, and urgent","medal hopefuls must go farther, faster, up and over, in their quest for gold, sometimes to the finish, other times back and forth up and down the court.",0.0085
"sie jagen nicht nur die ziellinie oder die ausgangswand, sondern in der fernsehübertragung auch ein weiteres höhnisches ziel: die der welt oder des olympiarekords.","they are not only the target of the destination or the date of television transfer, but also a further-fence objective: the world or the world.","they are chasing not only the finish line or the starting wall but also, in the televised coverage, another taunting line: that of the world, or olympic, record.",0.0591
"das zielgerichtete streben ist nobel, bewundernswert, sogar fanatisch - und es ist genug, um sogar einen zuschauer zu tränen zu rühren.","the targeted commitment is a nobel, admirable, even fan, and it is enough to put a car to a car.","this single-minded pursuit is noble, admirable, even fanatic - and it is enough to bring even a spectator to tears.",0.2254
"aber es ist auch das, was ich selbst beim zuschauen dieser spiele als etwas ermüdend empfinde.",but it is also what i myself feel as a little discretionary. is a matter is a matter of a,but it is also what i find slightly exhausting about even watching the games.,0.2359
davon bietet das trampolin eine atempause.,this is a break-up to the tramp. is a wall is a wall. is a result of the,"from this, trampoline offers a respite.",0.0108
der vektor des trampolinspringers ist oben.,the venezuela is open. is the case thennn the venture is the,the trampoliners vector is up.,0.0203
eine vorwärtsbewegung ist nicht das ziel.,a step-by-case movement is not the objective. is a way we are doing so.,forward motion is not the goal.,0.0707
"er oder sie prallt ab, scheinbar schwerelos wie ein astronaut, geht nach oben, dann nach unten, dann mühelos wieder nach oben.","it or he is not a prig, apparently difficult to make a moment like a moment, then then then","he or she rebounds, seeming weightless as an astronaut, going up, then down, then effortlessly up again.",0.0144
"auch hier herrscht ein wettbewerb, selbstverständlich nicht ohne schwierigkeit, aber während der übung gibt es keinen hektischen angriff auf das ziel, kein wölben in die ferne, nur die träumerische, elegante aufhebung von zeit und schwerkraft.","there is also competition, of course, without difficulty, but there is no question of the exercise, not a first-hand attack on the objective, no oil","it is not without competition, of course, nor without difficulty, but for the duration of a routine, there is no frantic charge toward the end, no vaulting into the distance, just the dreamy, graceful suspension of time and gravity.",0.0564
es ist so zen wie der wettbewerb bei den olympischen spielen nur sein kann.,"it is only as central as competition in the olympic games. is a matter, then the european union is",it is as close to zen as olympic competition gets.,0.0283
"die qualifikations- und endrunden der frauen werden am freitag nachmittag stattfinden, im streaming um 13.00 eastern time; die der männer am samstag, ebenfalls um 13.00.","the qualifications and entry of women will take place on friday afternoon, in the first 1300, the time of the men on saturday,","the womens qualifiers and then finals will take place on friday afternoon, streaming at 1 p.m. eastern time; the mens on saturday, also at 1.",0.2265
nbc wird die endrunden als teil eines nachmittagblocks an beiden tagen ab 14.00 ausstrahlen.,c will be removed from the end of a afternoon from 1400. is a time then one is a year. is a,nbc will air the finals as part of an afternoon block beginning at 2 p.m. on both days.,0.0123
"inmitten der olympia-manie versprechen sie einen ruhigen, netten moment, einen, der im allgemeinen tumult wahrscheinlich übersehen wird.","in the middle of the first time, you promise a calm, nice moment, one that will probably be over to the generalult.","in the midst of olympic mania, they promise a quiet, lovely moment, one likely to be overlooked in the general melee.",0.0362
"wenn die bewusstseinssteigerung nur durch das angaffen und die objektifizierung männlicher athleten erreicht werden kann - wie es die männlichen us-turner laut dem the wall street journal vor kurzem vorschlugen - dann erwartet herrn dooley seine nach luft ringende, neue fangemeinde.","the european union can only be achieved by the angias objective of the objective of the-of-life-life-turner, as the maleturner","and if consciousness raising is to be achieved only by offering up male athletes for ogling and objectification - as the united states mens gymnasts recently proposed, according to the wall street journal - mr. dooley only awaits his gasping new fan base.",0.0099
"eine generation protestiert in äthiopien, long ein verbündeter der usa","a generation protest in ethiopia, long-standing ally of the united states","a generation is protesting in ethiopia, long a u.s. ally",0.0596
"demonstranten, die politische veränderungen in äthiopien fordern, stießen auf gewalttätigen widerstand der regierung.","the re-establishment of political changes in ethiopia is calling for violent resistance from the government. is no longer,",demonstrators demanding political change in ethiopia have been met with violent resistance by the government.,0.0411
"zeugen sagen aus, dass zig protestierende während der zusammenstöße mit der polizei bei schusswechseln getötet wurden.",it is convincing that thousands of protested during the police attacks were killed in the police. is then then,witnesses say that scores of protesters have been fatally shot during clashes with police.,0.0144
ist äthiopien gerade dabei zusammenzubrechen?,"is ethiopia just working on this? is a matter, then the",is ethiopia about to crack?,0.0399
"in den letzten zehn jahren war es eines der stabilsten länder afrikas, ein solider verbündeter des westens mit einer schnell wachsenden wirtschaft.","in the last ten years, it was one of the most stable countries of africa, a solid ally of the west with a rapid growing economy.","for the last decade, it has been one africas most stable nations, a solid western ally with a fast-growing economy.",0.034
aber in den letzten monaten erschütterten proteste gegen die regierung das land und weiteten sich in immer mehr gebiete aus.,"in recent months, however, protests against the government are increasingly affected by the country and far more. is","but in recent months, anti-government protests have convulsed the country, spreading into more and more areas.",0.0636
letzte woche stürmten tausende von leuten auf die straßen und verlangten fundamentale politische veränderungen.,last week thousands of people died on the streets and called for fundamental political changes. is a few time.,"in the last week alone, thousands of people stormed into the streets, demanding fundamental political change.",0.0766
die antwort des regierung war laut menschenrechtsorganisationen unbarmherzig.,"the response from the government was unworthy of human rights organisations. is no longer, the government has bee","the government response, according to human rights groups, was ruthless.",0.0342
"zeugen gaben an, dass polizisten auf zig unbewaffnete demonstranten schossen und töteten.",it is convincing that police officers were at the end of the day to the dispensed and kill. is a matter of,witnesses said that police officers shot and killed scores of unarmed demonstrators.,0.0489
"sich im umlauf befindliche videos über die proteste, die vermutlich vom letzten oder anfang dieses jahres sind, zeigen wie sicherheitsleute junge leute mit stöcken schlagen, während diese dazu gezwungen wurden, einen handstand gegen eine wand zu machen.","i am in the circulation of the house in the circulation of the protests that are probably the last or early of this year, show how young people are to be",videos circulating from protests thought to be from late last year or earlier this year show security officers whipping young people with sticks as they were forced to perform handstands against a wall.,0.0207
der chef der un-behörde für menschenrechte verlangt jetzt eine eingehende untersuchung.,the chief of the un authorities for human rights is now calling for a detailed investigation. is now a matter is a matter of question,the top united nations human rights official is now calling for a thorough investigation.,0.1727
"es war schon immer schwierig, dieses land zusammenzuhalten und zukünftig wird es sogar noch schwieriger werden, sagte rashid abdi, der projektleiter des horn von afrika der international crisis group, einer forschungsgruppe.","it has always been difficult to keep this country together and will even become even more difficult, said rashiddi, the european union project of","it was always difficult holding this country together, and moving forward, it will be even harder, said rashid abdi, the horn of africa project director for the international crisis group, a research group.",0.018
äthiopien ist nach nigeria das bevölkerungsreichste land afrikas und seine stabilität wird vom westen geschätzt.,citizens are the most vulnerable country of africa and its stability from the west. is a population is more than a population in nigeria.,"ethiopia is the second most populous nation in africa, after nigeria, and its stability is cherished by the west.",0.0586
"amerikanische militär-und geheimdienste arbeiten eng mit den äthiopiern zusammen, um terrorgefahren über die region hinaus zu bekämpfen, insbesondere in somalia. nur wenige länder in afrika, wenn überhaupt, erhalten so viel westliche hilfe.","american military and secret services work closely with ethiopia in order to combat terrorist threats beyond the region, particularly in somalia, only a few countries in africa, when","american military and intelligence services work closely with the ethiopians to combat terrorist threats across the region, especially in somalia, and few if any countries in africa receive as much western aid.",0.2184
äthiopiens wirtschaft expandierte im beachtlichen tempo.,hcenthia is a considerable pace. is a great one is a great deal of time.,ethiopias economy has been expanding at an impressive clip.,0
seine infrastruktur hat sich drastisch verbessert - es gibt einen neuen pendlerzug in der hauptstadt addis abeba.,his infrastructure has improved dramatically - there is a new pendler in the capital of portoini evening. is a new pendous,"its infrastructure has improved drastically - there is even a new commuter train in the capital, addis ababa.",0.0956
"die strassen sind in der regel ruhig, sicher und sauber.","the amendments are in the rule, safe and cleaner. is a real time.","and its streets are typically quiet, safe and clean.",0.0364
"auch wenn äthiopien alles andere als ein vorbild für demokratie war - menschenrechtsorganisationen haben fortlaufend die unterdrückung durch die regierung angeführt - die opposition im land wurde eingeschränkt, wobei dissidenten wirksam zum schweigen gebracht wurden.",even if ethiopia was a model for democracy - human rights organisations have continued to be restricted by the government - the opposition was restricted in the country,"though ethiopia has hardly been a paragon of democracy - human rights groups have constantly cited the governments repressiveness - opposition within the country had been limited, with dissidents effectively silenced.",0.1062
"viele wurden ins exil oder ins gefängnis geschickt, getötet oder in die weiten der wüste getrieben.","many were sent to exile or prison, killed or to the vast extent of desertification. is a great deal","many have been exiled, jailed, killed or driven to the far reaches of the desert.",0.0337
doch das könnte sich ändern.,"this could change. is a way it is a matter of the european union., then",but that may be changing.,0
"wenn sie leute unterdrücken und diese keine anderen optionen haben außer zu protestieren, bricht es aus, sagte seyoum teshome, ein dozent in zentraläthiopien.","if you are oppressed and they have no other options, it is a result of setumrerenomeoments, a centr","if you suffocate people and they dont have any other options but to protest, it breaks out, said seyoum teshome, a university lecturer in central ethiopia.",0.0246
"es gibt zahlreiche beschwerden, die alles von der bodennutzung bis hin zum würgegriff in bezug auf macht der regierenden koalition abdecken.",there are many complaints that cover everything from soil use until the end of power in power. is a result of the governme,"the complaints are many, covering everything from land use to the governing coalitions stranglehold on power.",0.0248
nach einer weitläufig kritisierten wahl letztes jahr erhielten die regierende partei und ihre verbündeten den letzten sitz der opposition und kontrollieren nun 100 prozent des parlaments.,"after a far-reaching electoral election last year, the government and its allies were now receiving 100% of parliament. is","after a widely criticized election last year, the governing party and its allies got the last seat the opposition had held and now control 100 percent of the parliament.",0.1297
"gleichzeitig steigen die spannungen entlang der grenze zu eritrea; ein kampf um diese zackige, umstrittene linie forderte im juni hunderte von leben.","at the same time, tensions are increasing along the borders to eritrea; a fight for this disease, controversial line called for hundreds of lives in june.","at the same time, tensions are rising along the border with eritrea; a battle along that jagged, disputed line claimed hundreds of lives in june.",0.362
"analytiker befürchten, dass separatisten wie die oromo-befreiungsfront oder die nationale befreiungsfront des ogaden, die in den letzten jahren mehr oder weniger bezwungen wurden, die turbulenzen ausnützen und sich wieder bewaffnen könnten.","i would like to say that separatists, like the or-an-class group or national liberation, who have been more or less paid over recent","analysts fear that separatist groups that had been more or less vanquished in recent years, like the oromo liberation front or the ogaden national liberation front, may try to exploit the turbulence and rearm.",0.0884
"mehrere faktoren erklären, warum gefühle der verbitterung nach jahren des vor sich hinköchelns unter der oberfläche nun explodieren.",several factors explain why the feelings of the dispensed over years of the past have been over the surface. is,"several factors explain why bitter feelings, after years of simmering beneath the surface, are exploding now.",0.1481
der erste scheint harmlos: smartphones.,the first seems to be a problem: the first is a question of the day. is no longer,the first is seemingly innocuous: smartphones.,0.0535
"erst in den letzten jahren waren sehr viele äthiopier in der lage, mittels den sozialen medien zu kommunizieren, da billigere smartphones immer häufiger wurden und sich die internetdienste verbesserten.","only in recent years, many ethiopians were able to communicate through the social media, since more frequently more frequently and the internet",only in the last couple of years have large numbers of ethiopians been able to communicate using social media as cheaper smartphones became common and internet service improved.,0.0489
"selbst wenn die regierung den zugang zu facebook und twitter sperrt, was sie in regelmäßigen abständen, vor allem bei protesten, tut, können viele leute noch immer über internet-proxies kommunizieren, die verbergen, wo sie sich aufhalten.","even if the government is doing access to the first and went to the first and foremost, to the government, which is doing","even when the government shuts down access to facebook and twitter, as it frequently does, especially during protests, many people are still able to communicate via internet proxies that mask where they are.",0.0184
"mehrere junge äthiopier gaben an, dass sie sich so zu protesten versammelten.","several young ethiopians are in the case of the protests. is a matter, the european union is a matter of",several young ethiopians said this was how they gathered for protests.,0.0512
"der zweite faktor ist, dass es mehr solidarität zwischen den oromos und amharas, den zwei größten ethnien in äthiopien, gibt.","the second factor is that there is more solidarity between oromos and amharas, which is two largest ethnic groups in ethiopia.","second, there is more solidarity between oromos and amharas, ethiopias two largest ethnic groups.",0.3941
die oromos und amharas sind keine natürlichen feinde.,the oromos and amharas are not natural enemies. is no one is a natural enemies,oromos and amharas are not natural allies.,0.3238
"seit äonen prosperierten die amharas, die aus äthopiens überwiegend christlichen hochländern kommen, in der politik und wirtschaft, während sie die oromos ausbeuteten, von denen viele muslime sind und in flachlandgebieten leben.","the european union has been a party of the european union, which was the most christian largest countries, in politics and economic terms, while it has exploit the","for eons, amharas from ethiopias predominantly christian highlands flourished in politics and business, exploiting the oromos, many of whom are muslim and live in lowland areas.",0.0395
aber auch das ändert sich gerade.,"but that is also changing. is a matter, thenn the commission is not doing so",but that is changing as well.,0.0654
"wir sind dabei, unter einem schirm zu koordinieren, sagte mulatu gemechu, ein führer der oromos.","we are working to coordinate under a single-criticism, said it was a leader of the oromos. is a leader.","we are on the way to coordinate under one umbrella, said mulatu gemechu, an oromo leader.",0.0713
die größten proteste fanden in gebieten der amhara und oromos statt.,the greatest protests were held in the sentence and oromos. is the most of the european union is not a matter of,the biggest protests have been in amhara and oromo areas.,0.0123
"viele amharas und oromos haben das gefühl, dass äthiopien unfairerweise von mitgliedern der ethnischen gruppe der tigray dominiert wird, die rund 6 prozent der bevölkerung ausmachen und die im militär, in den geheimdiensten, im handel und der politik dominant sind.",the european union has a sense of the european union and oromos feeling that ethiopia is unfair by members of the ethnic group of the tigan,"many amharas and oromos feel ethiopia is unfairly dominated by members of the tigrayan ethnic group, which makes up about 6 percent of the population and dominates the military, the intelligence services, commerce and politics.",0.1021
der dritte grund für die unruhen ist der tod von meles zenawi.,the third reason for the unrest is the death of meles cenawi. is a third reason. is,the third reason behind the unrest is the loss of meles zenawi.,0.2308
"herr meles, ein ehemaliger rebellenanführer, war bis zu seinem tod an einer nicht publik gemachten krankheit im jahre 2012 17 jahre lang äthiopiens premierminister.","mr meles, a former rebels, was a long time to death on his death of a non-existent disease in 2012 17 years of ethiopia.","mr. meles, a former rebel leader, was ethiopias prime minister for 17 years, until his death from an undisclosed illness in 2012.",0.0554
"er wurde als taktisches genie angesehen, ein mann, der um ecken denken konnte.","he was seen as a proud genia, a man that could think at a level. is a time. is","he was considered a tactical genius, a man who could see around corners.",0.0337
"analysten sagen, dass er besonders versiert darin war, frühe anzeichen von unzufriedenheit wahrzunehmen und sonderbeauftragte zu benutzen, um gegner zu bearbeiten und sie unschädlich zu machen.",it was particularly enough to take account of un satisfaction and use special representatives to deal with opponents and to make them out out,analysts say he was especially adept at detecting early signals of discontent and using emissaries to massage and defang opponents.,0.0118
"dem derzeitigen regime fehlt es an diesem grundlegendem geschick, sagte herr abdi, ein konfliktanalytiker.","the current regime lacks this fundamental skill, mr abdi, said a conflict-friendly.","the current regime lacks that ground savvy, mr. abdi, the conflict analyst, said.",0.2062
"äthiopiens neuer premierminister, hailemariam desalegn, wurde aus relativ undurchsichtigen gründen ausgewählt, um die stellung von herrn meles einzunehmen.","h---lensus, new prime minister, hailemar, was selected for relatively few reasons to adopt the position of mr meles.","ethiopias new prime minister, hailemariam desalegn, was plucked from relative obscurity to fill mr. meless shoes.",0.0607
"anders als herr meles, der aus der tigray region nordäthiopiens kam, kommt herr hailemariam aus dem süden.","in other words, mr meles, who came from the north-west region of northern ireland, mr hailemarinen from the south.","unlike mr. meles, who came from the tigray region of northern ethiopia, mr. hailemariam is a southerner.",0.2535
"analytiker sagen, dass er nicht das vertrauen der von den tigray kontrollierten sicherheitsdiensten genießt.",it does not say that it does not have confidence of the safety services controlled by the tigan.,analysts say he does not have the trust of the tigrayan-controlled security services.,0.0731
"viele befürchten, dass das ergebnis mehr blutvergießen sein wird.",many fear that the result will be more blood energy. is a result is a great deal of a great,"the result, many fear, is more bloodshed.",0.0136
"das letzte mal, dass äthiopien einen solchen aufruhr erlebte war 2005, nachdem tausende gegen wahlen protestierten, die laut angaben von analytikern scheinbar von der regierung verpfuscht und anschließend gestohlen wurden.","the last time that ethiopia was a long time in 2005, after thousands of protested against elections, which, according to the analysis of the swedish government","the last time ethiopia experienced such turmoil was in 2005, after thousands protested over what analysts have said appeared to be an election the government bungled and then stole.",0.136
"während der darauf folgenden razzien wurden viele protestierende getötet, auch wenn es weniger als in den letzten monaten waren und diese zeit der unruhen ging relativ schnell vorbei.","during the following, many protested, even though it was less than over the last few months and this time was relatively quick.","in the ensuing crackdown, many protesters were killed, though fewer than in recent months, and that period of unrest passed relatively quickly.",0.0136
"entwicklungsexperten lobten äthiopiens führer für ihre visionäre infrastrukturplanung, wie der neue pendlerzug, sowie für ihre messbaren fortschritte bei der armutsbekämpfung.","development experts praise the leader of ethiopia for their visionary infrastructure, such as the new pensioners, and for their measurement in poverty","development experts have praised ethiopias leaders for visionary infrastructure planning, such as the new commuter train, and measurable strides in fighting poverty.",0.1461
aber offensichtlich hat dies nicht die intensivierung der internen missgunst der äthiopischen regierung verhindert.,"however, it appears that this has not prevented the internal discontent of the ethiopian government. is no",but clearly that has not stopped the internal resentment of ethiopias government from intensifying.,0.0381
und sie nimmt eine gefährliche ethnische form an.,"and it is a dangerous ethnic form. is a whole way, thenn the european union is a dangerous form of",and it is taking a dangerous ethnic shape.,0.0802
"letzten monat griffen protestierende in gondar, einer amharischen stadt, von tigray geführte geschäfte an und der hass gegenüber den tigray wird in den sozialen medien immer üblicher.","last month, protesting in the president of the european union, a few city, of tig-h-----lelen","last month, protesters in gondar, an amhara town, attacked businesses owned by tigrayans, and anti-tigrayan hatred is becoming more common in social media.",0.0181
"analytiker sagen, dass die proteste die usa und andere westliche verbündete in eine eigenartige position bringen.",it is clear that the protests are the united states and other western allies in a own position. is a real position.,analysts say the protests are putting the united states and other western allies in an awkward position.,0.3831
"die amerikanische regierung benutzte äthiopien als basis für dronenflüge über das benachbarte somalia, auch wenn sie kürzlich mitteilte, dass sie dieses basis geschlossen hat.","the american government used ethiopia as a basis for drone flights on neighbouring somalia, even though it recently has concluded this basis.","the american government has used ethiopia as a base for drone flights over neighboring somalia, though it recently said it closed that base.",0.2379
"während der westen eindeutig die demokratie unterstützen will, will er nicht, dass sein verbündeter in einer bereits volatilen gegend zusammenbricht.","while the west is clearly seeking to support democracy, it does not want his ally to be in a long way in a long way. is a long","while the west clearly wants to support democracy, it also does not want its ally in an already volatile region to crumble.",0.1681
"dies, sagte herr abdi, ist eine sehr dünne gratwanderung.","this, mr abdi, said, is a very beautiful immigration. is a very great thing is a very good thing","that, mr. abdi said, is a very tight rope to walk.",0.1267
donald trump erklärt seine behauptung obama habe isis gegründet sei sarkasmus gewesen,it says that his claim was the first sarkasmus was founded,donald trump explains his obama-founded-isis claim as sarcasm,0.0224
"donald j. trump versuchte am freitag die letzte kontroverse zu zerstreuen, die seine kampagne umgibt, indem er angab, dass seine mehrfach wiederholte behauptung, präsident obama und hillary clinton wären die gründer der terrorgruppe islamischer staat, nicht ernst gemeint gewesen sei.","it was the last controversial on friday that he has tried to be surprised by the campaign by the fact that he repeated his criticism, president-in-",donald j. trump tried to quash the latest controversy engulfing his campaign on friday by claiming that he was not serious when he insisted several times this week that president obama and hillary clinton were the founders of the islamic state terrorist group.,0.0174
